,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,89.5,9.75,99.04,46.67,42.21,18.18,520.44,253.15
1,1,1,Small Forehead,86.84,9.75,99.26,42.21,41.02,18.18,65.98,661.57
2,1,2,Cheeks and Nose,90.39,9.75,99.09,64.61,46.97,41.67,79.72,348.4
3,1,3,Left Cheek,85.96,23.04,98.83,64.48,45.51,36.36,518.65,293.31
4,1,4,Right Cheek,91.27,21.27,98.72,43.45,35.07,33.33,47.73,174.15
5,1,5,Crop Face,90.39,9.75,98.98,73.79,67.61,33.33,182.17,995.8
6,2,0,Big Forehead,98.36,9.75,99.23,44.0,47.0,33.33,63.07,379.18
7,2,1,Small Forehead,98.36,18.61,99.25,34.47,55.32,18.18,57.68,541.41
8,2,2,Cheeks and Nose,96.59,9.75,99.07,43.89,35.95,30.77,243.22,118.39
9,2,3,Left Cheek,99.25,9.75,98.52,28.58,41.46,12.5,21.08,237.49
10,2,4,Right Cheek,93.93,9.75,98.8,20.87,28.18,0.0,27.24,154.9
11,2,5,Crop Face,97.47,9.75,98.87,30.61,36.34,15.38,74.17,433.7
12,3,0,Big Forehead,84.18,9.75,99.05,13.47,54.92,0.0,116.63,1213.37
13,3,1,Small Forehead,81.52,9.75,99.21,71.29,58.13,33.33,684.65,960.83
14,3,2,Cheeks and Nose,85.07,9.75,99.06,42.21,39.38,18.18,335.35,724.25
15,3,3,Left Cheek,89.5,21.27,99.15,42.6,74.82,16.67,1108.09,3612.13
16,3,4,Right Cheek,86.84,9.75,99.01,12.94,14.05,0.0,41.42,36.91
17,3,5,Crop Face,85.07,9.75,98.9,0.0,59.32,0.0,59.8,252.01
18,4,0,Big Forehead,85.96,15.95,98.91,19.9,29.71,0.0,235.81,227.63
19,4,1,Small Forehead,85.96,15.06,99.08,28.14,26.17,18.18,37.5,28.67
20,4,2,Cheeks and Nose,87.73,11.52,98.94,54.5,65.18,45.45,246.99,741.71
21,4,3,Left Cheek,86.84,22.15,99.1,37.23,24.87,18.18,86.02,113.5
22,4,4,Right Cheek,88.61,9.75,99.01,85.01,67.97,42.86,592.89,696.3
23,4,5,Crop Face,87.73,9.75,98.73,24.37,35.76,0.0,110.92,242.18
24,5,0,Big Forehead,91.27,9.75,99.0,29.85,32.5,9.09,137.74,514.18
25,5,1,Small Forehead,90.39,9.75,99.21,45.6,47.37,27.27,33.94,728.39
26,5,2,Cheeks and Nose,88.61,9.75,99.0,22.25,29.71,0.0,184.69,554.16
27,5,3,Left Cheek,89.5,9.75,99.01,66.0,47.7,25.0,186.39,359.57
28,5,4,Right Cheek,87.73,23.93,98.96,116.85,79.29,53.85,1356.73,1040.02
29,5,5,Crop Face,89.5,9.75,98.82,26.94,40.22,16.67,116.61,424.28
30,6,0,Big Forehead,87.73,9.75,98.89,18.17,25.32,0.0,142.02,430.3
31,6,1,Small Forehead,91.27,9.75,99.05,41.52,64.47,16.67,1008.74,2077.26
32,6,2,Cheeks and Nose,89.5,9.75,99.04,31.46,31.46,18.18,169.48,224.65
33,6,3,Left Cheek,85.07,9.75,98.94,30.36,27.48,7.69,2.52,120.36
34,6,4,Right Cheek,89.5,21.27,99.15,0.0,43.56,0.0,85.61,1040.5
35,6,5,Crop Face,88.61,9.75,98.72,28.94,49.71,7.69,34.05,573.39
36,7,0,Big Forehead,73.55,9.75,99.0,27.61,21.34,0.0,25.76,263.66
37,7,1,Small Forehead,75.32,9.75,99.23,60.52,47.63,45.45,44.2,1093.28
38,7,2,Cheeks and Nose,84.18,9.75,99.06,18.86,63.73,0.0,279.54,516.57
39,7,3,Left Cheek,88.61,9.75,98.8,27.74,46.05,7.69,318.47,1513.78
40,7,4,Right Cheek,150.64,9.75,98.99,33.0,27.47,11.76,94.3,130.66
41,7,5,Crop Face,85.96,9.75,98.73,0.0,29.85,0.0,57.19,148.65
