,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,74.44,9.75,99.15,39.05,29.85,20.0,40.07,431.47
1,1,1,Small Forehead,74.44,9.75,99.16,39.05,36.96,20.0,49.56,267.73
2,1,2,Cheeks and Nose,72.67,22.15,99.34,59.03,42.68,60.0,72.73,375.92
3,1,3,Left Cheek,72.67,23.04,99.39,14.76,39.8,0.0,21.44,867.03
4,1,4,Right Cheek,73.55,9.75,99.45,34.79,27.17,11.11,170.8,165.13
5,1,5,Crop Face,73.55,23.04,99.3,53.21,36.96,60.0,42.5,524.32
6,2,0,Big Forehead,73.55,15.95,99.19,23.33,27.43,0.0,165.28,168.05
7,2,1,Small Forehead,73.55,19.5,99.08,29.52,30.83,10.0,8.68,421.8
8,2,2,Cheeks and Nose,72.67,9.75,99.21,25.56,24.77,0.0,153.77,408.89
9,2,3,Left Cheek,72.67,21.27,99.37,45.49,31.15,20.0,73.26,615.66
10,2,4,Right Cheek,73.55,20.38,99.34,0.0,17.04,0.0,40.14,126.54
11,2,5,Crop Face,72.67,9.75,99.32,20.87,29.85,0.0,101.69,224.4
12,3,0,Big Forehead,73.55,9.75,99.18,29.1,17.39,0.0,13.69,179.05
13,3,1,Small Forehead,73.55,9.75,99.11,24.6,17.04,0.0,8.18,75.08
14,3,2,Cheeks and Nose,73.55,9.75,99.13,0.0,0.0,0.0,0.0,0.0
15,3,3,Left Cheek,74.44,17.72,99.42,44.27,38.54,40.0,218.83,428.4
16,3,4,Right Cheek,73.55,22.15,99.39,43.03,33.89,30.0,38.57,311.23
17,3,5,Crop Face,73.55,9.75,99.27,26.94,15.94,0.0,6.75,33.3
18,4,0,Big Forehead,76.21,19.5,99.18,36.15,29.85,20.0,232.57,574.83
19,4,1,Small Forehead,76.21,20.38,99.01,41.74,36.96,40.0,39.65,435.76
20,4,2,Cheeks and Nose,76.21,9.75,99.24,27.61,26.7,10.0,93.96,100.85
21,4,3,Left Cheek,76.21,10.63,99.44,36.15,36.96,20.0,465.06,624.02
22,4,4,Right Cheek,77.1,9.75,99.37,27.61,17.23,0.0,7.77,191.46
23,4,5,Crop Face,76.21,9.75,99.19,20.87,15.41,0.0,39.04,203.17
24,5,0,Big Forehead,73.55,20.38,99.15,36.15,27.43,20.0,17.05,77.0
25,5,1,Small Forehead,72.67,21.27,98.88,39.05,32.39,30.0,164.24,425.15
26,5,2,Cheeks and Nose,75.33,21.27,99.2,39.05,27.43,30.0,85.68,195.43
27,5,3,Left Cheek,75.33,21.27,99.56,60.85,42.45,30.0,317.81,476.72
28,5,4,Right Cheek,74.44,9.75,99.45,59.95,46.88,50.0,207.83,168.8
29,5,5,Crop Face,75.33,21.27,99.25,33.0,25.95,10.0,2.93,101.64
30,6,0,Big Forehead,75.33,22.15,99.22,36.15,41.98,20.0,305.23,118.71
31,6,1,Small Forehead,75.33,23.04,99.03,27.61,39.8,0.0,304.41,260.98
32,6,2,Cheeks and Nose,74.44,9.75,99.33,0.0,0.0,0.0,0.0,0.0
33,6,3,Left Cheek,75.33,23.04,99.4,37.63,33.0,20.0,137.49,341.71
34,6,4,Right Cheek,73.55,9.75,99.48,44.5,51.38,27.27,615.3,1605.78
35,6,5,Crop Face,74.44,20.38,99.44,0.0,10.44,0.0,22.0,102.31
36,7,0,Big Forehead,77.1,9.75,99.19,15.56,17.04,0.0,20.93,222.07
37,7,1,Small Forehead,77.1,9.75,99.04,19.05,15.94,0.0,0.95,108.3
38,7,2,Cheeks and Nose,77.1,9.75,99.19,23.33,27.43,0.0,10.76,313.91
39,7,3,Left Cheek,77.1,9.75,99.4,43.03,31.15,30.0,17.1,245.43
40,7,4,Right Cheek,77.98,21.27,99.46,24.6,24.35,0.0,71.58,174.39
41,7,5,Crop Face,77.1,9.75,99.27,27.61,27.07,0.0,189.74,570.42
