,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,70.89,9.75,99.3,25.56,51.32,0.0,265.79,110.66
1,1,1,Small Forehead,70.89,18.61,99.36,25.56,65.09,10.0,236.14,1305.2
2,1,2,Cheeks and Nose,69.12,9.75,99.25,51.12,31.15,40.0,31.98,268.84
3,1,3,Left Cheek,68.23,9.75,99.24,36.15,54.86,20.0,512.32,1707.65
4,1,4,Right Cheek,70.01,9.75,99.3,36.15,27.43,20.0,102.94,347.07
5,1,5,Crop Face,70.01,9.75,99.28,29.52,44.5,20.0,483.98,559.88
6,2,0,Big Forehead,64.69,9.75,99.37,16.5,41.89,0.0,155.67,422.84
7,2,1,Small Forehead,64.69,9.75,99.45,42.07,32.07,25.0,224.32,327.7
8,2,2,Cheeks and Nose,65.58,9.75,99.32,64.14,63.09,77.78,998.87,865.47
9,2,3,Left Cheek,65.58,9.75,99.35,78.27,46.99,62.5,360.25,1111.09
10,2,4,Right Cheek,66.46,22.15,99.4,22.0,62.61,0.0,86.07,1359.61
11,2,5,Crop Face,64.69,9.75,99.29,28.58,30.62,0.0,14.76,579.26
12,3,0,Big Forehead,66.46,9.75,99.42,57.16,37.49,30.0,62.78,278.58
13,3,1,Small Forehead,66.46,9.75,99.48,47.72,70.53,27.27,521.4,870.56
14,3,2,Cheeks and Nose,65.58,9.75,99.33,75.41,64.61,55.56,382.95,616.32
15,3,3,Left Cheek,101.91,17.72,99.27,108.89,95.96,44.44,2112.99,830.37
16,3,4,Right Cheek,63.8,14.18,98.74,51.59,49.32,22.22,34.36,1086.81
17,3,5,Crop Face,66.46,9.75,99.33,42.6,44.14,22.22,43.27,1146.15
18,4,0,Big Forehead,72.67,9.75,99.41,24.6,20.87,0.0,13.11,128.45
19,4,1,Small Forehead,74.44,9.75,99.46,55.22,54.86,50.0,320.23,838.63
20,4,2,Cheeks and Nose,71.78,14.18,99.3,34.79,28.04,22.22,167.44,109.04
21,4,3,Left Cheek,58.49,14.18,99.27,53.89,63.09,33.33,663.75,2182.03
22,4,4,Right Cheek,72.67,15.95,99.12,31.11,31.31,22.22,18.73,527.03
23,4,5,Crop Face,71.78,14.18,99.32,29.1,32.82,0.0,70.11,466.94
24,5,0,Big Forehead,67.35,22.15,99.49,35.0,39.66,12.5,117.95,511.73
25,5,1,Small Forehead,67.35,22.15,99.51,137.48,89.82,75.0,1376.19,1996.51
26,5,2,Cheeks and Nose,67.35,17.72,99.38,36.48,56.52,22.22,225.71,1123.99
27,5,3,Left Cheek,66.46,9.75,99.36,46.67,31.31,44.44,215.36,305.26
28,5,4,Right Cheek,67.35,19.5,99.4,68.69,70.35,33.33,1735.39,3088.69
29,5,5,Crop Face,67.35,20.38,99.37,42.6,43.45,33.33,286.7,315.4
30,6,0,Big Forehead,54.06,9.75,99.46,66.0,88.07,22.22,1781.94,7667.76
31,6,1,Small Forehead,69.12,22.15,99.56,34.79,43.45,22.22,196.5,2107.44
32,6,2,Cheeks and Nose,70.01,23.93,99.27,41.16,31.31,33.33,107.83,238.15
33,6,3,Left Cheek,69.12,9.75,99.17,60.85,48.95,60.0,78.75,568.02
34,6,4,Right Cheek,68.23,9.75,99.17,53.21,44.5,50.0,117.53,281.91
35,6,5,Crop Face,69.12,9.75,99.33,26.94,42.46,11.11,33.46,623.05
