,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,79.73,21.26,99.33,31.31,25.56,10.0,113.22,181.18
1,1,1,Small Forehead,79.73,21.26,99.31,39.05,41.98,20.0,234.02,1160.26
2,1,2,Cheeks and Nose,78.84,19.49,99.31,23.33,40.05,0.0,437.18,741.95
3,1,3,Left Cheek,78.84,17.72,99.42,23.33,16.65,0.0,19.43,31.05
4,1,4,Right Cheek,78.84,19.49,99.31,47.82,42.68,20.0,467.31,753.76
5,1,5,Crop Face,78.84,19.49,99.5,23.33,25.95,0.0,16.22,97.6
6,2,0,Big Forehead,91.25,9.74,99.15,35.64,21.46,16.67,46.53,105.51
7,2,1,Small Forehead,91.25,9.74,99.16,30.12,28.21,16.67,114.06,826.39
8,2,2,Cheeks and Nose,91.25,9.74,98.9,22.42,37.02,0.0,318.02,113.27
9,2,3,Left Cheek,92.13,9.74,99.09,35.64,30.58,25.0,202.1,226.72
10,2,4,Right Cheek,91.25,9.74,99.23,33.0,25.62,16.67,72.93,305.36
11,2,5,Crop Face,91.25,9.74,98.93,13.47,29.66,0.0,189.79,300.38
12,3,0,Big Forehead,90.36,9.74,99.14,41.02,33.99,18.18,283.76,295.68
13,3,1,Small Forehead,90.36,9.74,99.33,44.5,29.29,18.18,40.84,144.8
14,3,2,Cheeks and Nose,89.48,9.74,99.14,13.47,31.48,0.0,90.57,136.52
15,3,3,Left Cheek,89.48,20.38,99.2,9.95,29.71,0.0,21.46,520.43
16,3,4,Right Cheek,90.36,9.74,99.29,25.2,31.71,0.0,16.88,527.79
17,3,5,Crop Face,89.48,10.63,99.18,21.3,27.46,0.0,13.1,23.37
18,4,0,Big Forehead,93.02,9.74,99.16,19.05,21.14,0.0,9.37,104.51
19,4,1,Small Forehead,93.02,9.74,99.47,19.05,19.05,0.0,18.41,209.7
20,4,2,Cheeks and Nose,94.79,9.74,98.98,0.0,17.12,0.0,6.49,171.36
21,4,3,Left Cheek,94.79,9.74,99.2,13.47,23.93,0.0,93.7,278.35
22,4,4,Right Cheek,93.9,23.92,99.24,0.0,22.73,0.0,108.88,76.42
23,4,5,Crop Face,93.9,9.74,99.14,23.33,23.93,0.0,19.42,287.66
24,5,0,Big Forehead,93.02,9.74,99.34,25.2,15.85,0.0,7.34,51.99
25,5,1,Small Forehead,91.25,12.4,99.36,0.0,19.05,0.0,37.53,132.08
26,5,2,Cheeks and Nose,93.9,9.74,99.2,19.05,24.79,0.0,31.88,166.99
27,5,3,Left Cheek,93.02,10.63,98.52,41.52,25.62,33.33,15.43,136.68
28,5,4,Right Cheek,93.02,18.6,99.24,23.33,28.94,0.0,58.62,190.44
29,5,5,Crop Face,93.02,9.74,99.23,0.0,29.66,0.0,84.29,90.2
30,6,0,Big Forehead,65.56,9.74,99.34,25.89,35.7,7.69,139.51,104.03
31,6,1,Small Forehead,67.33,9.74,99.35,50.41,73.13,16.67,874.67,3171.95
32,6,2,Cheeks and Nose,77.96,23.92,99.21,178.36,123.99,72.73,4230.6,1325.05
33,6,3,Left Cheek,64.67,13.29,99.14,33.0,69.41,9.09,1288.64,2476.05
34,6,4,Right Cheek,77.07,23.92,99.0,159.77,102.31,66.67,715.17,4894.9
35,6,5,Crop Face,62.01,9.74,99.27,22.42,41.8,7.69,611.55,715.23
