,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,62.03,9.75,99.32,51.59,61.15,22.22,628.4,2047.48
1,1,1,Small Forehead,62.92,11.52,99.51,51.59,51.71,44.44,176.01,1294.01
2,1,2,Cheeks and Nose,62.03,9.75,99.13,51.59,82.68,22.22,361.29,2895.06
3,1,3,Left Cheek,61.15,11.52,99.46,49.19,56.2,33.33,23.1,309.78
4,1,4,Right Cheek,62.03,9.75,99.52,22.0,92.3,0.0,1553.02,2861.01
5,1,5,Crop Face,62.03,9.75,99.22,76.21,61.84,55.56,784.07,1585.46
6,2,0,Big Forehead,63.81,23.04,99.29,66.0,39.2,28.57,91.57,548.88
7,2,1,Small Forehead,62.92,23.93,99.51,71.29,74.28,55.56,886.65,1968.79
8,2,2,Cheeks and Nose,63.81,10.63,99.08,76.21,50.29,66.67,123.1,1307.21
9,2,3,Left Cheek,63.81,10.63,99.42,31.11,53.44,22.22,587.02,2822.0
10,2,4,Right Cheek,64.69,9.75,99.48,53.89,52.06,44.44,632.32,715.05
11,2,5,Crop Face,63.81,19.5,99.25,66.0,54.17,50.0,105.74,1554.38
12,3,0,Big Forehead,62.92,9.75,99.22,66.0,90.77,55.56,439.57,848.39
13,3,1,Small Forehead,62.92,9.75,99.46,82.17,65.09,70.0,891.75,2616.9
14,3,2,Cheeks and Nose,63.81,9.75,99.09,58.34,46.02,62.5,427.69,757.84
15,3,3,Left Cheek,62.92,9.75,99.43,28.58,61.74,0.0,63.02,977.58
16,3,4,Right Cheek,62.92,9.75,99.5,103.7,91.87,62.5,1436.23,3864.59
17,3,5,Crop Face,62.92,9.75,99.25,66.0,55.0,37.5,196.03,760.66
18,4,0,Big Forehead,64.69,9.75,99.22,64.96,36.9,75.0,58.62,39.1
19,4,1,Small Forehead,63.81,9.75,99.48,11.67,23.97,0.0,133.65,122.68
20,4,2,Cheeks and Nose,64.69,9.75,99.11,48.11,46.99,37.5,181.81,324.04
21,4,3,Left Cheek,64.69,9.75,99.45,60.62,52.47,25.0,366.3,505.05
22,4,4,Right Cheek,64.69,21.27,99.5,224.83,150.39,87.5,4057.81,2104.7
23,4,5,Crop Face,64.69,9.75,99.23,30.87,30.62,12.5,23.96,103.75
24,5,0,Big Forehead,62.03,14.18,99.21,21.6,35.0,0.0,82.76,1229.88
25,5,1,Small Forehead,62.03,11.52,99.46,35.28,30.23,14.29,170.17,217.85
26,5,2,Cheeks and Nose,62.03,12.41,99.17,187.13,128.0,85.71,2088.47,4453.97
27,5,3,Left Cheek,62.03,9.75,99.49,17.64,17.08,0.0,123.19,155.92
28,5,4,Right Cheek,61.15,23.93,99.49,35.28,24.95,14.29,124.34,411.31
29,5,5,Crop Face,62.03,14.18,99.22,0.0,17.08,0.0,11.84,195.63
30,6,0,Big Forehead,62.92,9.75,99.25,35.0,58.21,25.0,399.83,1499.72
31,6,1,Small Forehead,62.92,23.93,99.43,48.11,76.41,25.0,1349.18,4252.85
32,6,2,Cheeks and Nose,62.92,23.93,99.09,52.18,72.76,62.5,413.68,243.4
33,6,3,Left Cheek,62.92,21.27,99.39,165.86,138.32,50.0,5015.65,3548.4
34,6,4,Right Cheek,63.81,9.75,99.5,78.27,73.79,50.0,88.9,1470.92
35,6,5,Crop Face,62.92,23.04,99.29,40.42,72.13,12.5,343.3,1099.55
36,7,0,Big Forehead,62.92,9.75,99.27,36.9,49.5,25.0,495.66,794.1
37,7,1,Small Forehead,63.81,9.75,99.43,33.0,37.3,12.5,158.89,1269.26
38,7,2,Cheeks and Nose,62.92,9.75,99.16,46.67,34.79,25.0,384.18,225.95
39,7,3,Left Cheek,62.92,9.75,99.46,36.9,46.67,25.0,696.69,918.03
40,7,4,Right Cheek,63.81,9.75,99.44,16.5,82.68,0.0,218.16,2869.32
41,7,5,Crop Face,62.92,9.75,99.25,23.33,44.0,0.0,847.8,556.37
