,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,86.28,9.78,99.21,19.9,14.92,0.0,39.77,37.49
1,1,1,Small Forehead,85.39,9.78,99.27,26.94,28.21,8.33,174.15,91.01
2,1,2,Cheeks and Nose,85.39,9.78,99.24,0.0,0.0,0.0,0.0,0.0
3,1,3,Left Cheek,85.39,9.78,99.27,26.32,16.99,0.0,41.07,128.9
4,1,4,Right Cheek,86.28,9.78,99.35,0.0,0.0,0.0,0.0,0.0
5,1,5,Crop Face,85.39,9.78,99.17,0.0,0.0,0.0,0.0,0.0
6,2,0,Big Forehead,88.06,16.01,99.09,22.25,16.99,0.0,44.12,185.65
7,2,1,Small Forehead,88.06,19.57,99.32,35.87,22.06,18.18,29.8,81.54
8,2,2,Cheeks and Nose,88.95,9.78,99.24,19.9,14.92,0.0,12.7,167.48
9,2,3,Left Cheek,88.06,9.78,99.13,14.07,22.06,0.0,2.43,190.79
10,2,4,Right Cheek,88.06,18.68,99.39,24.37,14.92,0.0,2.17,25.93
11,2,5,Crop Face,88.06,9.78,99.12,19.9,12.85,0.0,8.45,29.91
12,3,0,Big Forehead,82.73,9.78,99.07,28.14,24.87,0.0,126.01,142.89
13,3,1,Small Forehead,82.73,9.78,99.41,28.14,25.69,0.0,131.95,202.02
14,3,2,Cheeks and Nose,82.73,19.57,99.34,14.07,30.94,0.0,59.84,306.65
15,3,3,Left Cheek,83.61,9.78,99.11,0.0,34.47,0.0,100.6,414.69
16,3,4,Right Cheek,82.73,19.57,99.43,34.47,29.71,18.18,175.13,238.12
17,3,5,Crop Face,82.73,9.78,99.19,14.07,30.94,0.0,158.91,212.83
18,4,0,Big Forehead,87.17,9.78,98.97,17.23,14.92,0.0,8.93,60.91
19,4,1,Small Forehead,87.17,9.78,98.97,17.23,14.92,0.0,31.74,62.88
20,4,2,Cheeks and Nose,87.17,19.57,99.1,24.37,26.17,9.09,61.77,60.08
21,4,3,Left Cheek,86.28,9.78,99.03,14.07,12.85,0.0,31.02,73.78
22,4,4,Right Cheek,88.06,10.67,99.29,23.33,26.42,0.0,121.17,134.31
23,4,5,Crop Face,87.17,9.78,98.97,31.46,26.17,9.09,29.28,54.28
24,5,0,Big Forehead,88.06,16.01,99.11,13.47,31.48,0.0,152.35,426.8
25,5,1,Small Forehead,88.06,9.78,99.16,23.33,21.14,0.0,50.67,112.68
26,5,2,Cheeks and Nose,87.17,9.78,99.22,13.47,30.12,0.0,54.07,266.64
27,5,3,Left Cheek,87.17,23.13,99.26,23.33,31.48,0.0,195.6,71.61
28,5,4,Right Cheek,87.17,22.24,99.39,13.47,29.66,0.0,134.38,285.37
29,5,5,Crop Face,87.17,9.78,99.18,19.05,27.46,0.0,91.1,149.92
30,6,0,Big Forehead,85.39,9.78,99.17,24.37,16.99,0.0,41.78,73.19
31,6,1,Small Forehead,85.39,9.78,99.23,24.37,26.17,0.0,41.32,16.09
32,6,2,Cheeks and Nose,85.39,9.78,99.15,0.0,16.99,0.0,15.91,155.23
33,6,3,Left Cheek,86.28,9.78,99.18,14.07,14.92,0.0,98.92,221.17
34,6,4,Right Cheek,85.39,9.78,99.42,0.0,16.99,0.0,13.06,112.92
35,6,5,Crop Face,85.39,9.78,99.11,28.14,16.99,0.0,8.0,10.06
