,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,86.84,9.75,99.26,81.5,64.48,70.0,181.91,330.93
1,1,1,Small Forehead,73.55,9.75,99.29,51.12,55.93,30.0,266.33,384.59
2,1,2,Cheeks and Nose,67.35,9.75,99.07,34.79,60.65,22.22,391.58,1130.88
3,1,3,Left Cheek,66.46,9.75,99.29,120.22,81.39,81.82,88.83,1849.26
4,1,4,Right Cheek,68.23,9.75,99.21,182.93,125.34,70.0,3018.16,2753.37
5,1,5,Crop Face,66.46,9.75,99.23,54.22,54.86,50.0,261.95,604.58
6,2,0,Big Forehead,77.98,9.75,99.24,68.69,68.61,44.44,40.12,1495.54
7,2,1,Small Forehead,77.98,10.63,99.32,122.27,90.72,54.55,402.96,1333.9
8,2,2,Cheeks and Nose,71.78,9.75,99.15,55.22,58.02,40.0,831.89,1061.12
9,2,3,Left Cheek,71.78,9.75,99.34,59.01,62.9,41.67,219.04,1352.83
10,2,4,Right Cheek,62.03,22.15,99.29,67.81,62.32,55.56,544.45,3084.66
11,2,5,Crop Face,69.12,9.75,99.22,56.09,41.89,33.33,338.88,1483.36
12,3,0,Big Forehead,85.07,9.75,99.13,57.16,34.65,33.33,33.16,506.19
13,3,1,Small Forehead,70.89,9.75,99.26,61.55,42.23,61.54,33.44,854.39
14,3,2,Cheeks and Nose,59.37,14.18,99.14,102.16,69.82,62.5,103.14,370.97
15,3,3,Left Cheek,61.14,9.75,99.16,0.0,21.34,0.0,66.52,150.02
16,3,4,Right Cheek,59.37,9.75,99.11,43.65,49.5,37.5,191.33,2927.54
17,3,5,Crop Face,59.37,9.75,99.13,50.05,49.55,20.0,281.49,1810.96
18,4,0,Big Forehead,62.92,16.84,99.16,110.55,89.63,77.78,272.06,1027.8
19,4,1,Small Forehead,65.57,10.63,99.22,35.87,24.37,18.18,15.28,21.22
20,4,2,Cheeks and Nose,62.92,9.75,99.2,46.67,63.9,37.5,1187.68,2174.06
21,4,3,Left Cheek,79.75,9.75,99.28,53.21,47.72,40.0,194.64,921.37
22,4,4,Right Cheek,62.92,9.75,99.27,79.32,49.8,44.44,324.08,524.46
23,4,5,Crop Face,62.92,9.75,99.26,54.72,46.02,25.0,698.92,1583.43
24,5,0,Big Forehead,65.57,15.06,99.06,121.0,101.77,55.56,1437.11,898.3
25,5,1,Small Forehead,64.69,9.75,99.09,31.31,82.77,10.0,305.31,2751.23
26,5,2,Cheeks and Nose,63.8,9.75,99.29,25.56,25.95,0.0,55.27,164.65
27,5,3,Left Cheek,62.92,9.75,99.32,14.76,55.4,0.0,438.68,440.56
28,5,4,Right Cheek,62.03,9.75,99.36,63.9,66.0,37.5,662.09,732.43
29,5,5,Crop Face,64.69,9.75,99.28,44.0,97.71,44.44,1348.49,1164.45
30,6,0,Big Forehead,62.03,9.75,99.15,62.23,72.63,44.44,599.81,1343.29
31,6,1,Small Forehead,69.12,9.75,99.39,48.57,49.91,25.0,460.81,1592.79
32,6,2,Cheeks and Nose,62.03,23.04,99.21,42.07,75.61,37.5,57.46,783.91
33,6,3,Left Cheek,62.03,9.75,99.29,61.34,71.2,18.18,182.57,1194.52
34,6,4,Right Cheek,59.37,9.75,99.34,49.19,79.32,22.22,69.34,2806.85
35,6,5,Crop Face,61.14,9.75,99.15,62.83,84.85,37.5,403.8,598.19
36,7,0,Big Forehead,61.14,9.75,99.17,15.56,24.35,0.0,1.29,5.7
37,7,1,Small Forehead,62.03,9.75,99.29,36.15,22.25,20.0,11.51,129.37
38,7,2,Cheeks and Nose,62.92,9.75,99.14,62.61,40.29,40.0,183.39,723.51
39,7,3,Left Cheek,62.92,9.75,99.21,42.6,59.85,22.22,192.81,782.26
40,7,4,Right Cheek,61.14,9.75,99.25,26.09,59.49,12.5,188.3,426.05
41,7,5,Crop Face,62.03,9.75,99.12,43.65,62.71,37.5,194.38,859.21
