,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,73.56,9.75,99.21,42.21,49.0,27.27,750.05,1329.38
1,1,1,Small Forehead,72.67,9.75,99.35,31.46,63.71,18.18,382.71,819.13
2,1,2,Cheeks and Nose,78.87,9.75,98.86,14.07,36.78,0.0,87.71,56.49
3,1,3,Left Cheek,54.06,9.75,99.02,79.47,66.6,50.0,97.43,1029.31
4,1,4,Right Cheek,78.87,9.75,99.15,28.14,31.86,9.09,355.18,879.26
5,1,5,Crop Face,77.99,9.75,99.19,28.14,35.76,0.0,337.63,666.81
6,2,0,Big Forehead,75.33,18.61,99.22,29.52,44.94,10.0,60.27,545.11
7,2,1,Small Forehead,100.14,20.38,99.29,48.74,51.38,36.36,341.28,1835.65
8,2,2,Cheeks and Nose,76.21,13.29,99.18,20.87,22.69,0.0,29.65,204.14
9,2,3,Left Cheek,77.99,13.29,99.21,37.23,35.41,18.18,154.33,263.5
10,2,4,Right Cheek,76.21,13.29,99.24,25.56,28.84,0.0,17.14,113.44
11,2,5,Crop Face,75.33,16.84,99.23,34.61,50.73,10.0,15.27,124.64
12,3,0,Big Forehead,86.85,19.5,99.21,34.47,24.87,18.18,73.28,331.84
13,3,1,Small Forehead,85.08,22.16,99.43,31.46,26.17,18.18,103.46,260.86
14,3,2,Cheeks and Nose,79.76,9.75,98.99,24.37,45.51,9.09,46.73,910.98
15,3,3,Left Cheek,79.76,9.75,99.38,71.75,66.68,45.45,665.03,1682.89
16,3,4,Right Cheek,95.71,13.29,99.28,21.3,27.46,0.0,27.08,25.24
17,3,5,Crop Face,79.76,16.84,99.3,34.47,29.71,18.18,227.74,530.79
18,4,0,Big Forehead,62.92,14.18,98.65,43.03,49.15,40.0,162.69,412.39
19,4,1,Small Forehead,62.92,9.75,99.02,36.15,24.77,20.0,23.69,599.68
20,4,2,Cheeks and Nose,64.69,14.18,98.87,43.03,36.96,20.0,107.0,830.27
21,4,3,Left Cheek,63.81,18.61,99.11,14.76,30.51,0.0,193.63,562.3
22,4,4,Right Cheek,63.81,13.29,99.08,53.21,65.09,50.0,708.95,2353.91
23,4,5,Crop Face,63.81,16.84,98.69,34.61,49.95,20.0,35.4,1700.97
24,5,0,Big Forehead,79.76,19.5,98.81,56.28,38.43,72.73,2.92,114.21
25,5,1,Small Forehead,79.76,15.95,98.67,39.05,66.15,20.0,129.07,1854.33
26,5,2,Cheeks and Nose,79.76,17.72,98.81,39.8,38.11,27.27,62.3,389.46
27,5,3,Left Cheek,78.87,17.72,99.03,31.11,43.45,22.22,77.38,905.53
28,5,4,Right Cheek,79.76,16.84,98.91,29.52,77.84,10.0,371.1,2510.31
29,5,5,Crop Face,79.76,19.5,98.7,36.15,62.3,10.0,602.88,1203.41
30,6,0,Big Forehead,73.56,15.95,99.26,33.0,41.74,10.0,44.25,566.45
31,6,1,Small Forehead,74.44,10.63,99.36,52.18,131.77,37.5,2851.31,4649.72
32,6,2,Cheeks and Nose,71.78,17.72,99.24,22.0,17.39,0.0,13.68,207.22
33,6,3,Left Cheek,72.67,17.72,99.28,39.66,37.46,22.22,443.4,640.11
34,6,4,Right Cheek,71.78,17.72,98.83,61.25,74.69,33.33,1881.61,3218.66
35,6,5,Crop Face,72.67,16.84,99.17,55.22,66.45,30.0,1755.63,3389.57
36,7,0,Big Forehead,77.99,22.16,97.58,59.24,63.09,33.33,853.6,1687.85
37,7,1,Small Forehead,77.99,22.16,98.06,111.09,84.42,66.67,800.88,1153.91
38,7,2,Cheeks and Nose,78.87,22.16,98.37,40.42,34.18,20.0,38.0,268.66
39,7,3,Left Cheek,78.87,22.16,98.53,37.63,47.72,20.0,84.93,384.59
40,7,4,Right Cheek,78.87,22.16,98.39,27.61,37.49,0.0,54.23,223.34
41,7,5,Crop Face,78.87,21.27,97.65,25.56,42.45,0.0,103.79,707.24
