,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,74.74,22.24,98.81,36.15,36.96,20.0,448.26,1128.79
1,1,1,Small Forehead,75.63,9.79,99.15,29.52,33.3,10.0,233.44,437.4
2,1,2,Cheeks and Nose,73.85,9.79,99.12,39.05,62.77,20.0,705.9,1577.79
3,1,3,Left Cheek,73.85,22.24,99.29,45.6,65.18,18.18,522.12,3629.91
4,1,4,Right Cheek,74.74,9.79,99.26,60.83,45.89,33.33,138.77,263.97
5,1,5,Crop Face,74.74,22.24,99.22,44.27,64.79,40.0,665.81,2858.24
6,2,0,Big Forehead,70.29,9.79,99.04,19.05,13.91,0.0,12.81,105.55
7,2,1,Small Forehead,70.29,9.79,99.1,40.71,44.48,22.22,506.83,1376.72
8,2,2,Cheeks and Nose,69.4,9.79,99.18,22.0,32.07,0.0,377.02,543.54
9,2,3,Left Cheek,69.4,23.13,99.29,15.56,15.94,0.0,109.5,165.94
10,2,4,Right Cheek,70.29,22.24,99.3,31.11,28.89,22.22,137.58,107.07
11,2,5,Crop Face,69.4,23.13,99.22,26.94,15.94,0.0,24.27,8.57
12,3,0,Big Forehead,72.96,9.79,99.06,15.56,15.56,0.0,10.37,30.85
13,3,1,Small Forehead,72.96,9.79,99.21,45.6,41.02,18.18,334.1,1043.59
14,3,2,Cheeks and Nose,72.96,9.79,99.16,24.6,17.39,0.0,54.57,128.61
15,3,3,Left Cheek,72.07,9.79,99.31,29.52,54.86,20.0,181.2,1108.29
16,3,4,Right Cheek,73.85,21.35,99.28,10.44,53.77,0.0,252.45,982.23
17,3,5,Crop Face,72.96,9.79,99.08,23.33,34.47,0.0,409.87,1097.62
18,4,0,Big Forehead,75.63,9.79,98.98,51.12,30.83,60.0,0.59,231.69
19,4,1,Small Forehead,75.63,9.79,99.35,20.87,22.25,0.0,33.12,206.46
20,4,2,Cheeks and Nose,75.63,9.79,99.23,39.05,29.52,30.0,214.81,313.33
21,4,3,Left Cheek,74.74,21.35,99.24,39.05,25.95,10.0,74.91,85.55
22,4,4,Right Cheek,75.63,9.79,99.31,39.05,35.6,10.0,414.14,611.04
23,4,5,Crop Face,75.63,9.79,99.21,25.56,21.34,10.0,79.54,164.03
24,5,0,Big Forehead,74.74,21.35,99.0,45.49,38.54,40.0,307.33,322.44
25,5,1,Small Forehead,74.74,9.79,99.29,33.0,32.39,20.0,142.23,396.7
26,5,2,Cheeks and Nose,74.74,16.02,99.03,55.22,30.83,50.0,14.48,98.97
27,5,3,Left Cheek,73.85,9.79,99.24,36.15,35.6,20.0,91.23,343.77
28,5,4,Right Cheek,74.74,9.79,99.28,33.0,27.07,20.0,173.87,882.6
29,5,5,Crop Face,73.85,15.13,99.06,39.05,60.52,20.0,377.41,722.83
30,6,0,Big Forehead,72.07,9.79,99.01,45.35,43.21,33.33,321.24,601.3
31,6,1,Small Forehead,73.85,9.79,99.16,44.27,45.16,40.0,416.92,699.38
32,6,2,Cheeks and Nose,72.96,9.79,99.14,41.74,42.68,40.0,554.95,603.11
33,6,3,Left Cheek,72.07,9.79,99.29,29.1,38.26,0.0,187.92,909.9
34,6,4,Right Cheek,71.18,9.79,99.27,14.76,44.5,0.0,59.1,805.59
35,6,5,Crop Face,72.07,9.79,99.05,33.0,59.86,20.0,303.79,1307.62
36,7,0,Big Forehead,77.41,9.79,98.96,37.63,27.43,20.0,78.94,571.51
37,7,1,Small Forehead,75.63,10.68,99.26,59.03,53.4,40.0,517.33,945.43
38,7,2,Cheeks and Nose,77.41,9.79,99.19,44.27,31.15,40.0,33.04,239.79
39,7,3,Left Cheek,76.52,9.79,99.27,14.76,37.49,0.0,35.24,546.14
40,7,4,Right Cheek,77.41,9.79,99.32,44.27,26.7,20.0,40.95,395.6
41,7,5,Crop Face,77.41,9.79,99.24,37.63,34.18,20.0,23.32,476.2
