,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,54.93,23.04,99.14,61.74,61.74,25.0,129.82,725.08
1,1,1,Small Forehead,54.05,23.04,99.23,47.95,40.57,33.33,132.28,336.76
2,1,2,Cheeks and Nose,54.93,16.83,99.11,85.74,77.59,62.5,596.0,488.42
3,1,3,Left Cheek,54.93,17.72,99.33,0.0,94.72,0.0,1078.48,4461.51
4,1,4,Right Cheek,54.93,15.95,99.43,89.23,105.38,62.5,4817.28,5195.78
5,1,5,Crop Face,54.93,9.75,99.18,36.9,105.91,25.0,1561.65,5805.43
6,2,0,Big Forehead,56.7,9.75,99.24,67.02,87.37,37.5,1804.6,3015.65
7,2,1,Small Forehead,56.7,9.75,99.32,39.66,73.33,22.22,83.85,75.16
8,2,2,Cheeks and Nose,56.7,9.75,99.34,116.04,96.67,75.0,1224.36,3395.22
9,2,3,Left Cheek,56.7,23.04,99.5,51.59,67.09,33.33,762.33,482.03
10,2,4,Right Cheek,56.7,9.75,99.5,80.83,55.61,57.14,590.06,1372.22
11,2,5,Crop Face,56.7,9.75,99.45,71.26,77.41,50.0,1660.92,2539.42
12,3,0,Big Forehead,55.82,9.75,99.13,68.4,48.22,50.0,248.25,1892.84
13,3,1,Small Forehead,56.7,22.15,99.3,16.5,48.89,0.0,75.34,403.06
14,3,2,Cheeks and Nose,55.82,22.15,99.19,49.5,78.75,37.5,178.68,782.55
15,3,3,Left Cheek,55.82,23.92,99.47,81.5,94.83,62.5,1280.17,1236.65
16,3,4,Right Cheek,54.93,9.75,99.54,52.75,43.45,33.33,247.08,553.26
17,3,5,Crop Face,55.82,23.04,99.31,82.9,127.32,50.0,483.29,10752.79
18,4,0,Big Forehead,56.7,9.75,99.09,76.21,97.77,75.0,2429.45,3384.86
19,4,1,Small Forehead,56.7,23.92,99.23,71.67,43.38,50.0,353.18,557.6
20,4,2,Cheeks and Nose,56.7,9.75,99.21,33.5,92.49,25.0,1571.54,822.24
21,4,3,Left Cheek,56.7,9.75,99.46,81.48,88.62,57.14,492.54,2603.44
22,4,4,Right Cheek,56.7,9.75,99.52,74.18,62.12,62.5,1013.36,2209.91
23,4,5,Crop Face,56.7,21.26,99.32,68.46,90.54,50.0,1966.14,978.58
24,5,0,Big Forehead,56.7,20.38,99.16,47.02,99.46,50.0,518.17,3744.0
25,5,1,Small Forehead,56.7,21.26,99.24,86.36,100.5,50.0,1328.89,1442.82
26,5,2,Cheeks and Nose,56.7,20.38,99.38,66.5,87.37,25.0,1140.17,3998.9
27,5,3,Left Cheek,56.7,21.26,99.48,95.13,103.42,75.0,372.39,1641.18
28,5,4,Right Cheek,56.7,11.52,99.36,93.78,74.88,50.0,714.35,1026.13
29,5,5,Crop Face,56.7,23.04,99.34,43.65,111.19,25.0,396.8,3005.69
30,6,0,Big Forehead,55.82,20.38,99.14,77.39,46.67,62.5,178.03,245.81
31,6,1,Small Forehead,55.82,22.15,99.07,64.96,54.17,62.5,171.45,186.81
32,6,2,Cheeks and Nose,55.82,9.75,99.27,85.23,72.27,50.0,1317.93,4206.3
33,6,3,Left Cheek,56.7,18.61,98.85,34.61,33.89,20.0,99.89,56.16
34,6,4,Right Cheek,55.82,22.15,99.53,117.96,69.57,88.89,752.14,623.73
35,6,5,Crop Face,55.82,19.49,99.27,64.55,112.05,50.0,2799.84,4085.85
