,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,83.3,9.75,99.13,28.14,24.37,0.0,56.0,43.42
1,1,1,Small Forehead,83.3,9.75,99.18,24.37,32.5,0.0,105.79,652.88
2,1,2,Cheeks and Nose,83.3,23.93,99.21,38.11,31.48,25.0,126.57,225.25
3,1,3,Left Cheek,83.3,23.93,99.16,26.94,25.07,8.33,34.92,129.18
4,1,4,Right Cheek,84.19,22.15,99.43,40.42,39.54,25.0,165.33,509.96
5,1,5,Crop Face,83.3,23.93,99.21,38.11,28.7,25.0,60.56,437.18
6,2,0,Big Forehead,87.73,9.75,99.16,13.47,30.58,0.0,14.9,176.59
7,2,1,Small Forehead,88.62,9.75,99.19,19.05,28.7,0.0,10.08,191.79
8,2,2,Cheeks and Nose,87.73,9.75,99.18,19.9,12.85,0.0,1.77,79.07
9,2,3,Left Cheek,87.73,9.75,99.27,24.37,14.92,0.0,2.5,90.61
10,2,4,Right Cheek,87.73,9.75,99.45,0.0,9.53,0.0,6.47,12.76
11,2,5,Crop Face,87.73,9.75,99.24,13.47,28.21,0.0,36.02,194.74
12,3,0,Big Forehead,87.73,9.75,99.05,26.32,16.99,0.0,33.62,35.99
13,3,1,Small Forehead,86.84,9.75,99.07,34.47,30.94,18.18,71.41,427.36
14,3,2,Cheeks and Nose,86.84,9.75,99.19,17.23,16.99,0.0,92.66,149.03
15,3,3,Left Cheek,86.84,9.75,99.21,19.9,27.55,0.0,6.85,623.88
16,3,4,Right Cheek,86.84,9.75,99.39,24.37,16.99,0.0,33.46,40.09
17,3,5,Crop Face,86.84,9.75,99.1,22.25,17.23,0.0,41.21,93.1
18,4,0,Big Forehead,85.96,9.75,99.23,0.0,0.0,0.0,0.0,0.0
19,4,1,Small Forehead,85.96,9.75,99.27,29.85,23.69,9.09,60.71,140.86
20,4,2,Cheeks and Nose,85.96,9.75,99.21,22.25,23.69,0.0,39.09,79.04
21,4,3,Left Cheek,85.07,9.75,99.29,22.25,27.55,0.0,7.12,347.39
22,4,4,Right Cheek,86.84,9.75,99.4,24.37,24.87,0.0,21.47,232.56
23,4,5,Crop Face,85.96,9.75,99.2,19.9,16.25,0.0,16.39,179.43
24,5,0,Big Forehead,84.19,23.93,99.15,0.0,0.0,0.0,0.0,0.0
25,5,1,Small Forehead,84.19,23.04,99.19,37.23,28.14,18.18,4.11,301.75
26,5,2,Cheeks and Nose,85.07,9.75,99.17,0.0,0.0,0.0,0.0,0.0
27,5,3,Left Cheek,84.19,9.75,99.2,28.14,27.55,0.0,153.95,126.33
28,5,4,Right Cheek,84.19,9.75,99.38,24.37,33.99,0.0,181.74,194.02
29,5,5,Crop Face,84.19,9.75,99.16,0.0,0.0,0.0,0.0,0.0
30,6,0,Big Forehead,86.84,9.75,99.03,26.32,25.69,0.0,132.99,265.39
31,6,1,Small Forehead,87.73,9.75,99.14,0.0,0.0,0.0,0.0,0.0
32,6,2,Cheeks and Nose,86.84,11.52,99.06,22.25,22.25,0.0,11.06,54.98
33,6,3,Left Cheek,87.73,9.75,99.04,17.23,21.49,0.0,34.11,64.27
34,6,4,Right Cheek,86.84,9.75,99.31,19.9,24.87,0.0,76.75,312.9
35,6,5,Crop Face,86.84,10.63,98.9,24.37,17.23,0.0,5.86,96.79
