,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,73.53,9.75,99.43,47.72,62.07,36.36,277.76,2549.74
1,1,1,Small Forehead,70.88,9.75,99.57,64.61,85.21,41.67,1967.75,1040.75
2,1,2,Cheeks and Nose,76.19,9.75,99.41,25.56,69.22,10.0,1282.63,1304.22
3,1,3,Left Cheek,87.71,9.75,99.35,25.2,31.92,8.33,239.29,499.4
4,1,4,Right Cheek,74.42,9.75,99.47,45.69,39.37,41.67,111.65,708.7
5,1,5,Crop Face,74.42,9.75,99.41,33.0,19.9,10.0,13.22,189.62
6,2,0,Big Forehead,70.88,11.52,99.46,46.67,77.66,36.36,336.75,5761.52
7,2,1,Small Forehead,69.99,10.63,99.59,19.9,58.86,9.09,41.94,1082.34
8,2,2,Cheeks and Nose,70.88,9.75,99.39,39.8,47.63,18.18,374.67,336.42
9,2,3,Left Cheek,69.99,9.75,99.43,47.56,61.35,38.46,290.95,278.16
10,2,4,Right Cheek,111.63,18.61,99.44,30.55,33.47,14.29,80.82,530.23
11,2,5,Crop Face,70.88,9.75,99.35,24.6,44.55,0.0,178.45,180.06
12,3,0,Big Forehead,69.11,15.06,99.45,11.0,57.79,0.0,12.49,1228.91
13,3,1,Small Forehead,69.99,16.83,99.56,60.85,59.7,30.0,261.58,778.35
14,3,2,Cheeks and Nose,71.76,9.75,99.51,47.82,66.45,10.0,382.13,2338.36
15,3,3,Left Cheek,71.76,12.4,99.46,37.23,55.32,18.18,571.08,815.78
16,3,4,Right Cheek,97.46,9.75,99.42,30.12,36.99,8.33,103.8,885.38
17,3,5,Crop Face,70.88,12.4,99.48,50.41,34.08,33.33,117.33,187.34
18,4,0,Big Forehead,72.65,19.49,99.47,71.29,52.18,44.44,286.99,387.75
19,4,1,Small Forehead,73.53,9.75,99.61,115.74,78.6,40.0,568.44,423.14
20,4,2,Cheeks and Nose,71.76,22.15,99.47,19.05,30.32,0.0,38.13,56.13
21,4,3,Left Cheek,72.65,9.75,99.46,68.21,49.42,45.45,115.47,671.95
22,4,4,Right Cheek,85.94,10.63,99.45,36.61,49.89,23.08,519.05,331.1
23,4,5,Crop Face,71.76,9.75,99.5,54.22,40.05,50.0,255.08,895.26
24,5,0,Big Forehead,72.65,18.61,99.39,44.5,40.92,18.18,232.79,1474.12
25,5,1,Small Forehead,69.99,21.26,99.55,75.25,54.86,50.0,92.79,434.9
26,5,2,Cheeks and Nose,71.76,9.75,99.5,26.94,30.32,11.11,143.0,250.79
27,5,3,Left Cheek,72.65,9.75,99.41,36.15,31.15,20.0,118.76,296.21
28,5,4,Right Cheek,87.71,9.75,99.58,109.9,90.24,63.64,1345.4,542.64
29,5,5,Crop Face,70.88,9.75,99.44,44.0,48.7,22.22,99.89,728.39
30,6,0,Big Forehead,73.53,9.75,99.37,131.9,98.87,88.89,1599.05,1206.61
31,6,1,Small Forehead,74.42,18.61,99.55,40.42,54.15,25.0,96.07,618.91
32,6,2,Cheeks and Nose,72.65,11.52,99.39,41.74,49.15,30.0,655.29,861.23
33,6,3,Left Cheek,73.53,13.29,99.39,31.46,43.28,18.18,18.76,1170.48
34,6,4,Right Cheek,71.76,17.72,99.53,9.53,47.56,0.0,466.37,1357.85
35,6,5,Crop Face,72.65,9.75,99.38,39.05,35.6,20.0,267.54,1080.25
36,7,0,Big Forehead,75.31,23.04,99.38,46.67,42.99,36.36,333.05,203.36
37,7,1,Small Forehead,73.53,9.75,99.57,52.65,60.45,36.36,251.1,196.2
38,7,2,Cheeks and Nose,72.65,22.15,99.28,86.68,59.86,50.0,104.85,924.29
39,7,3,Left Cheek,101.89,23.92,99.38,19.05,33.42,0.0,128.2,673.66
40,7,4,Right Cheek,72.65,23.92,99.49,41.74,73.52,30.0,22.3,1298.95
41,7,5,Crop Face,73.53,23.92,99.31,26.94,15.56,11.11,10.02,28.4
