,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,87.71,23.92,99.22,23.33,28.46,0.0,161.41,157.54
1,1,1,Small Forehead,86.83,23.04,99.37,23.33,28.46,0.0,312.4,192.95
2,1,2,Cheeks and Nose,87.71,19.49,99.25,19.05,25.62,0.0,80.48,320.0
3,1,3,Left Cheek,85.05,21.26,99.44,33.0,35.64,16.67,42.31,577.27
4,1,4,Right Cheek,87.71,9.75,99.4,9.53,35.25,0.0,283.22,404.92
5,1,5,Crop Face,87.71,21.26,99.27,23.33,26.42,0.0,86.48,69.82
6,2,0,Big Forehead,86.83,15.06,99.32,24.37,14.92,0.0,18.42,33.54
7,2,1,Small Forehead,86.83,9.75,99.4,33.0,26.17,18.18,17.04,45.45
8,2,2,Cheeks and Nose,86.83,17.72,99.09,24.37,22.06,0.0,39.28,238.4
9,2,3,Left Cheek,85.05,9.75,98.64,19.9,28.58,0.0,103.0,257.04
10,2,4,Right Cheek,86.83,9.75,99.29,24.37,14.92,0.0,14.4,77.3
11,2,5,Crop Face,86.83,17.72,99.05,19.9,16.25,0.0,70.98,163.32
12,3,0,Big Forehead,87.71,10.63,99.38,26.32,25.69,0.0,117.48,282.47
13,3,1,Small Forehead,88.6,17.72,99.45,0.0,24.87,0.0,187.46,215.06
14,3,2,Cheeks and Nose,88.6,9.75,99.22,0.0,27.55,0.0,78.6,301.6
15,3,3,Left Cheek,89.48,23.92,99.26,57.16,33.89,40.0,87.67,101.75
16,3,4,Right Cheek,87.71,13.29,99.33,0.0,35.41,0.0,35.07,317.67
17,3,5,Crop Face,88.6,9.75,99.54,14.07,12.85,0.0,26.63,24.93
18,4,0,Big Forehead,89.48,9.75,99.18,25.2,22.73,0.0,49.34,76.07
19,4,1,Small Forehead,89.48,9.75,99.47,13.47,28.21,0.0,47.59,163.55
20,4,2,Cheeks and Nose,89.48,23.04,99.36,19.05,21.46,0.0,2.16,144.22
21,4,3,Left Cheek,65.56,9.75,99.3,48.95,45.16,20.0,164.98,419.9
22,4,4,Right Cheek,87.71,9.75,99.31,34.35,34.04,16.67,73.18,700.33
23,4,5,Crop Face,89.48,23.92,99.19,16.5,29.66,0.0,9.59,360.35
24,5,0,Big Forehead,87.71,20.38,99.41,0.0,12.85,0.0,21.19,22.3
25,5,1,Small Forehead,86.83,20.38,99.45,14.07,21.49,0.0,160.93,148.89
26,5,2,Cheeks and Nose,88.6,13.29,99.43,0.0,16.25,0.0,38.42,40.62
27,5,3,Left Cheek,90.37,23.92,99.32,61.34,46.67,36.36,151.54,370.74
28,5,4,Right Cheek,88.6,9.75,99.43,46.67,27.55,36.36,63.34,110.72
29,5,5,Crop Face,88.6,9.75,99.42,0.0,17.23,0.0,7.99,39.39
30,6,0,Big Forehead,87.71,23.92,99.4,24.37,20.51,0.0,6.95,162.74
31,6,1,Small Forehead,86.83,21.26,99.43,62.14,36.78,18.18,10.33,105.99
32,6,2,Cheeks and Nose,86.83,9.75,99.47,23.33,32.57,0.0,115.84,101.56
33,6,3,Left Cheek,87.71,9.75,99.44,33.0,34.65,16.67,241.32,200.33
34,6,4,Right Cheek,86.83,9.75,99.5,23.33,28.7,0.0,82.56,423.53
35,6,5,Crop Face,86.83,9.75,99.48,23.33,32.57,0.0,39.72,106.31
