,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,59.6,23.13,99.22,53.47,39.66,12.5,190.41,318.88
1,1,1,Small Forehead,60.49,21.35,99.4,51.59,85.49,22.22,612.81,6554.09
2,1,2,Cheeks and Nose,58.71,19.57,99.32,40.42,48.65,12.5,273.24,1624.1
3,1,3,Left Cheek,58.71,23.13,99.45,38.11,51.59,22.22,365.32,446.09
4,1,4,Right Cheek,59.6,19.57,99.34,70.97,86.89,50.0,534.65,7624.92
5,1,5,Crop Face,59.6,9.79,99.33,38.7,63.67,12.5,243.55,4040.56
6,2,0,Big Forehead,59.6,9.79,99.12,45.19,66.23,37.5,882.06,947.94
7,2,1,Small Forehead,60.49,19.57,99.35,82.32,49.19,55.56,128.84,617.05
8,2,2,Cheeks and Nose,59.6,10.67,99.07,95.07,111.68,50.0,3404.6,3366.84
9,2,3,Left Cheek,59.6,9.79,99.39,46.67,63.4,20.0,75.87,299.48
10,2,4,Right Cheek,58.71,17.79,99.38,188.81,116.95,55.56,1747.92,2654.99
11,2,5,Crop Face,59.6,9.79,99.18,62.93,67.88,42.86,20.27,517.74
12,3,0,Big Forehead,60.49,23.13,99.1,93.98,96.9,55.56,920.95,6428.62
13,3,1,Small Forehead,61.38,15.12,99.34,68.43,87.65,50.0,1242.96,2971.19
14,3,2,Cheeks and Nose,60.49,9.79,99.12,52.18,46.99,37.5,535.41,805.15
15,3,3,Left Cheek,61.38,23.13,99.41,64.14,57.79,55.56,549.13,2302.31
16,3,4,Right Cheek,60.49,9.79,99.37,76.08,46.77,50.0,272.56,259.6
17,3,5,Crop Face,60.49,9.79,99.12,49.5,27.5,37.5,40.58,96.13
18,4,0,Big Forehead,58.71,16.9,99.23,68.03,86.66,75.0,2918.58,2628.28
19,4,1,Small Forehead,59.6,10.67,99.49,71.29,76.21,44.44,658.81,2102.58
20,4,2,Cheeks and Nose,59.6,9.79,98.99,71.52,89.25,62.5,1174.23,2123.24
21,4,3,Left Cheek,60.49,17.79,99.29,84.78,66.6,40.0,814.13,2581.53
22,4,4,Right Cheek,58.71,9.79,99.2,59.7,35.87,36.36,36.07,172.06
23,4,5,Crop Face,59.6,9.79,99.1,35.0,67.55,12.5,631.67,1980.23
24,5,0,Big Forehead,60.49,21.35,99.06,24.95,24.66,0.0,97.27,480.35
25,5,1,Small Forehead,60.49,16.9,99.18,111.05,93.77,42.86,1167.27,3921.65
26,5,2,Cheeks and Nose,60.49,9.79,99.11,89.34,86.74,75.0,1480.44,6907.13
27,5,3,Left Cheek,59.6,14.23,99.24,72.13,74.28,44.44,1670.13,1810.04
28,5,4,Right Cheek,59.6,23.13,99.3,40.42,73.46,37.5,326.08,2156.7
29,5,5,Crop Face,59.6,9.79,99.16,72.86,58.79,50.0,189.38,1658.8
30,6,0,Big Forehead,54.26,22.24,99.03,34.74,57.43,28.57,84.87,1933.76
31,6,1,Small Forehead,55.15,9.79,99.25,55.95,66.91,50.0,115.5,307.07
32,6,2,Cheeks and Nose,55.15,9.79,99.0,79.57,87.73,62.5,84.27,526.73
33,6,3,Left Cheek,55.15,23.13,99.32,0.0,65.67,0.0,947.84,4046.04
34,6,4,Right Cheek,54.26,9.79,99.25,67.49,68.94,42.86,1156.94,2748.99
35,6,5,Crop Face,55.15,9.79,99.03,42.55,33.81,28.57,57.61,483.14
36,7,0,Big Forehead,62.27,9.79,98.96,40.42,27.5,25.0,76.11,319.26
37,7,1,Small Forehead,62.27,9.79,99.36,52.18,38.5,25.0,116.38,279.63
38,7,2,Cheeks and Nose,62.27,20.46,99.06,33.0,17.39,0.0,4.78,2.37
39,7,3,Left Cheek,62.27,9.79,99.21,22.0,51.12,0.0,350.12,2117.11
40,7,4,Right Cheek,62.27,9.79,99.25,52.18,53.32,37.5,760.18,915.95
41,7,5,Crop Face,62.27,20.46,98.84,40.42,38.5,25.0,83.93,842.17
