,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,70.87,9.75,99.29,56.28,68.15,45.45,310.67,1247.03
1,1,1,Small Forehead,69.99,9.75,99.39,60.85,59.7,40.0,1030.43,1728.15
2,1,2,Cheeks and Nose,71.76,15.06,99.3,44.5,64.99,27.27,301.45,1128.05
3,1,3,Left Cheek,71.76,12.4,99.48,40.42,33.89,20.0,208.26,760.65
4,1,4,Right Cheek,72.65,12.4,99.24,51.12,64.94,60.0,220.2,1820.91
5,1,5,Crop Face,70.87,16.83,99.37,48.74,65.18,36.36,203.18,1096.28
6,2,0,Big Forehead,69.1,22.15,99.38,50.41,45.22,33.33,69.17,368.47
7,2,1,Small Forehead,69.1,23.92,99.54,34.79,38.73,22.22,57.94,866.31
8,2,2,Cheeks and Nose,69.99,23.92,99.4,0.0,31.88,0.0,210.47,134.68
9,2,3,Left Cheek,69.1,22.15,99.56,33.0,49.75,10.0,55.6,968.85
10,2,4,Right Cheek,69.1,9.75,99.55,33.0,40.57,11.11,442.81,810.52
11,2,5,Crop Face,69.1,12.4,99.46,41.16,34.08,33.33,207.12,575.78
12,3,0,Big Forehead,69.99,21.26,99.39,50.86,38.5,25.0,138.21,855.03
13,3,1,Small Forehead,69.99,9.75,99.51,33.0,34.79,25.0,14.4,183.2
14,3,2,Cheeks and Nose,69.99,9.75,99.28,53.47,33.0,25.0,251.48,157.18
15,3,3,Left Cheek,69.1,10.63,99.59,38.11,44.14,11.11,67.14,192.36
16,3,4,Right Cheek,69.99,9.75,99.56,35.0,23.97,12.5,66.46,82.62
17,3,5,Crop Face,69.99,10.63,99.38,38.7,23.33,25.0,14.06,205.9
18,4,0,Big Forehead,70.87,20.38,99.35,16.5,34.79,0.0,162.49,233.72
19,4,1,Small Forehead,70.87,22.15,99.41,38.7,54.72,25.0,202.13,367.16
20,4,2,Cheeks and Nose,69.99,23.92,99.19,72.13,49.32,44.44,241.86,464.59
21,4,3,Left Cheek,69.1,9.75,99.63,23.33,16.5,0.0,5.39,151.35
22,4,4,Right Cheek,69.99,17.72,99.44,20.21,45.02,0.0,344.43,699.14
23,4,5,Crop Face,69.99,21.26,99.43,16.5,19.83,0.0,11.79,13.83
24,5,0,Big Forehead,71.76,9.75,99.42,44.0,46.15,33.33,236.41,211.61
25,5,1,Small Forehead,72.65,9.75,99.55,36.48,49.32,22.22,272.62,780.58
26,5,2,Cheeks and Nose,71.76,10.63,99.52,22.0,42.46,0.0,962.87,1389.62
27,5,3,Left Cheek,70.87,9.75,99.47,34.79,32.82,11.11,27.32,407.73
28,5,4,Right Cheek,73.53,9.75,99.68,47.95,56.2,44.44,292.03,896.76
29,5,5,Crop Face,72.65,23.92,99.49,33.0,41.89,22.22,339.1,310.8
30,6,0,Big Forehead,72.65,9.75,99.26,42.6,41.74,22.22,150.57,299.35
31,6,1,Small Forehead,70.87,9.75,99.09,76.21,72.05,44.44,455.06,958.85
32,6,2,Cheeks and Nose,73.53,9.75,99.44,66.0,42.46,22.22,192.49,205.0
33,6,3,Left Cheek,74.42,15.06,99.5,33.0,31.15,20.0,26.62,46.2
34,6,4,Right Cheek,71.76,10.63,99.51,22.0,20.87,0.0,95.19,320.7
35,6,5,Crop Face,72.65,9.75,99.35,66.0,43.45,44.44,130.15,320.01
36,7,0,Big Forehead,77.96,14.17,99.75,33.0,28.84,10.0,196.31,349.64
37,7,1,Small Forehead,77.08,9.75,99.9,25.56,25.95,0.0,42.62,155.94
38,7,2,Cheeks and Nose,77.08,9.75,99.27,14.76,31.15,0.0,303.49,185.96
39,7,3,Left Cheek,76.19,20.38,99.56,23.33,46.67,0.0,159.8,227.77
40,7,4,Right Cheek,78.85,23.03,99.02,9.95,49.42,0.0,405.23,2389.99
41,7,5,Crop Face,77.08,9.75,99.54,27.61,29.85,10.0,308.13,515.74
