,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,64.7,22.16,99.07,24.37,39.8,0.0,311.5,1630.73
1,1,1,Small Forehead,64.7,22.16,99.07,41.16,28.04,33.33,23.41,223.64
2,1,2,Cheeks and Nose,64.7,19.5,98.88,48.74,31.86,45.45,116.72,150.26
3,1,3,Left Cheek,80.66,21.27,98.49,33.0,28.58,9.09,131.37,403.0
4,1,4,Right Cheek,84.2,18.61,99.1,26.94,38.63,16.67,60.11,1020.04
5,1,5,Crop Face,64.7,20.39,99.01,39.8,38.43,18.18,694.1,926.92
6,2,0,Big Forehead,81.55,16.84,99.36,43.03,56.81,30.0,621.05,390.17
7,2,1,Small Forehead,81.55,14.18,99.41,43.03,59.7,20.0,843.57,445.48
8,2,2,Cheeks and Nose,79.77,9.75,99.3,79.47,61.5,80.0,679.42,803.0
9,2,3,Left Cheek,82.43,10.64,99.23,19.05,35.47,0.0,296.5,367.73
10,2,4,Right Cheek,76.23,9.75,99.16,67.48,42.21,45.45,277.29,279.61
11,2,5,Crop Face,78.89,9.75,99.31,73.79,74.99,40.0,1500.99,973.67
12,3,0,Big Forehead,72.68,11.52,99.37,40.42,34.18,10.0,314.86,967.21
13,3,1,Small Forehead,72.68,9.75,99.39,59.95,52.84,20.0,193.22,885.44
14,3,2,Cheeks and Nose,71.8,18.61,99.31,34.61,29.52,20.0,166.62,464.23
15,3,3,Left Cheek,70.02,18.61,99.42,29.52,33.89,10.0,193.86,1245.36
16,3,4,Right Cheek,70.91,22.16,99.05,52.18,51.32,30.0,31.14,775.96
17,3,5,Crop Face,72.68,15.95,99.3,33.0,40.29,20.0,124.26,214.26
18,4,0,Big Forehead,72.68,18.61,99.23,24.6,22.27,0.0,73.4,119.64
19,4,1,Small Forehead,72.68,21.27,99.24,19.05,23.33,0.0,77.26,64.35
20,4,2,Cheeks and Nose,71.8,16.84,99.1,26.94,28.89,0.0,1.72,83.36
21,4,3,Left Cheek,71.8,19.5,99.1,19.05,15.56,0.0,8.58,34.64
22,4,4,Right Cheek,73.57,13.3,99.09,24.6,17.04,0.0,20.89,217.1
23,4,5,Crop Face,72.68,18.61,99.09,24.6,20.87,0.0,55.06,129.47
24,5,0,Big Forehead,70.91,18.61,99.27,16.5,23.33,0.0,170.54,253.87
25,5,1,Small Forehead,70.91,20.39,99.07,36.9,23.33,25.0,74.5,61.43
26,5,2,Cheeks and Nose,70.91,17.73,99.16,16.5,16.5,0.0,8.97,120.52
27,5,3,Left Cheek,71.8,17.73,99.18,0.0,0.0,0.0,0.0,0.0
28,5,4,Right Cheek,69.14,20.39,99.22,23.33,27.5,0.0,135.44,335.47
29,5,5,Crop Face,70.91,17.73,99.18,30.87,23.97,12.5,121.57,128.0
30,6,0,Big Forehead,71.8,17.73,99.2,36.15,61.34,20.0,941.99,407.02
31,6,1,Small Forehead,72.68,18.61,99.24,69.57,41.16,44.44,51.61,559.44
32,6,2,Cheeks and Nose,71.8,20.39,99.19,24.6,34.08,0.0,88.52,325.91
33,6,3,Left Cheek,72.68,9.75,99.38,19.05,37.46,0.0,83.77,379.07
34,6,4,Right Cheek,72.68,9.75,99.39,42.6,36.32,33.33,313.92,422.22
35,6,5,Crop Face,71.8,9.75,99.17,39.66,47.82,11.11,3.29,79.83
