,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,82.42,23.04,99.24,27.98,35.09,0.0,95.96,103.45
1,1,1,Small Forehead,84.19,9.75,99.3,35.64,46.67,16.67,5.39,390.51
2,1,2,Cheeks and Nose,150.65,14.18,99.2,0.0,15.76,0.0,20.22,117.14
3,1,3,Left Cheek,61.15,9.75,99.41,0.0,62.81,0.0,144.63,526.77
4,1,4,Right Cheek,150.65,9.75,98.94,22.71,19.74,0.0,16.21,86.63
5,1,5,Crop Face,150.65,10.63,99.18,24.6,20.03,0.0,2.5,42.51
6,2,0,Big Forehead,70.9,10.63,99.23,34.79,41.16,22.22,281.2,480.79
7,2,1,Small Forehead,69.12,12.41,99.36,63.48,44.94,30.0,81.45,964.77
8,2,2,Cheeks and Nose,58.49,9.75,99.29,51.59,84.92,22.22,1858.87,5710.01
9,2,3,Left Cheek,57.6,20.38,99.41,31.11,75.33,22.22,677.83,1417.67
10,2,4,Right Cheek,61.15,21.27,99.3,26.94,57.07,16.67,881.48,2635.94
11,2,5,Crop Face,57.6,9.75,99.24,62.23,41.16,55.56,125.28,449.54
12,3,0,Big Forehead,56.72,22.15,99.33,76.21,61.15,44.44,119.6,585.34
13,3,1,Small Forehead,56.72,20.38,99.46,28.14,32.5,9.09,25.15,84.06
14,3,2,Cheeks and Nose,80.64,18.61,99.22,60.85,68.07,60.0,221.59,1277.84
15,3,3,Left Cheek,56.72,22.15,99.42,39.28,64.21,33.33,861.78,1431.54
16,3,4,Right Cheek,78.87,9.75,99.31,28.14,52.34,18.18,508.0,240.39
17,3,5,Crop Face,57.6,19.5,99.31,72.86,121.37,37.5,2357.82,11294.86
18,4,0,Big Forehead,55.83,9.75,99.61,55.22,50.73,50.0,784.97,974.75
19,4,1,Small Forehead,105.46,9.75,99.52,40.42,44.5,30.0,201.04,859.2
20,4,2,Cheeks and Nose,55.83,22.15,99.75,24.6,72.97,11.11,248.15,1766.0
21,4,3,Left Cheek,57.6,22.15,99.66,43.03,55.93,20.0,1048.68,3100.67
22,4,4,Right Cheek,87.73,21.27,99.69,107.42,67.84,58.33,10.58,209.19
23,4,5,Crop Face,54.94,9.75,99.74,34.61,75.78,20.0,1152.21,616.05
24,5,0,Big Forehead,79.76,9.75,99.69,72.14,51.36,28.57,76.22,26.01
25,5,1,Small Forehead,79.76,9.75,99.64,68.69,72.02,16.67,716.65,3009.75
26,5,2,Cheeks and Nose,80.64,9.75,99.68,12.94,47.61,0.0,185.06,159.32
27,5,3,Left Cheek,80.64,9.75,99.81,106.93,85.2,50.0,966.78,1329.28
28,5,4,Right Cheek,77.99,9.75,99.75,24.95,89.06,14.29,2337.77,4529.08
29,5,5,Crop Face,79.76,9.75,99.73,35.28,61.26,21.43,222.62,1352.49
30,6,0,Big Forehead,150.65,9.75,99.42,33.0,31.0,12.5,80.67,76.95
31,6,1,Small Forehead,95.71,9.75,99.43,19.72,27.52,0.0,91.38,162.38
32,6,2,Cheeks and Nose,150.65,9.75,99.23,0.0,14.66,0.0,16.22,41.89
33,6,3,Left Cheek,58.49,22.15,99.38,177.71,134.34,63.64,1205.55,1983.71
34,6,4,Right Cheek,150.65,9.75,99.23,15.14,23.64,0.0,75.65,63.95
35,6,5,Crop Face,150.65,9.75,99.33,0.0,0.0,0.0,0.0,0.0
36,7,0,Big Forehead,57.6,10.63,99.41,37.23,113.97,18.18,5042.27,8629.41
37,7,1,Small Forehead,84.19,11.52,99.49,40.42,49.63,16.67,718.31,625.9
38,7,2,Cheeks and Nose,58.49,17.72,99.31,28.14,109.68,18.18,1027.04,2487.12
39,7,3,Left Cheek,58.49,9.75,99.48,31.11,65.63,11.11,304.11,960.1
40,7,4,Right Cheek,61.15,15.07,99.31,12.94,60.19,0.0,466.12,1574.13
41,7,5,Crop Face,58.49,9.75,99.42,56.8,73.18,33.33,83.41,659.54
