,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,74.43,9.75,99.07,25.56,46.88,10.0,27.61,275.65
1,1,1,Small Forehead,74.43,9.75,99.2,15.56,32.82,0.0,100.28,707.35
2,1,2,Cheeks and Nose,74.43,9.75,99.06,44.27,45.16,30.0,434.99,132.28
3,1,3,Left Cheek,75.31,9.75,99.22,14.76,38.54,0.0,24.88,357.33
4,1,4,Right Cheek,73.54,9.75,99.16,39.05,40.05,30.0,90.71,592.41
5,1,5,Crop Face,74.43,9.75,98.98,36.15,42.68,20.0,292.36,82.1
6,2,0,Big Forehead,73.54,19.49,99.25,22.0,27.83,0.0,287.95,454.72
7,2,1,Small Forehead,72.65,19.49,99.37,31.11,35.64,22.22,72.4,131.09
8,2,2,Cheeks and Nose,73.54,12.4,99.26,36.15,37.23,20.0,347.42,386.52
9,2,3,Left Cheek,73.54,9.75,99.36,29.52,19.9,20.0,55.7,212.4
10,2,4,Right Cheek,74.43,13.29,99.09,39.05,40.05,20.0,714.5,1338.49
11,2,5,Crop Face,73.54,16.83,99.34,33.0,42.45,10.0,544.84,709.15
12,3,0,Big Forehead,74.43,11.52,99.24,34.61,41.26,20.0,583.04,574.4
13,3,1,Small Forehead,74.43,10.63,99.5,15.56,34.08,0.0,62.9,234.34
14,3,2,Cheeks and Nose,74.43,9.75,99.36,41.74,27.07,30.0,80.9,45.36
15,3,3,Left Cheek,76.2,9.75,99.24,23.33,42.91,0.0,504.71,581.09
16,3,4,Right Cheek,70.88,19.49,99.02,34.61,47.72,20.0,450.87,414.12
17,3,5,Crop Face,74.43,17.72,99.3,41.74,41.26,30.0,641.67,253.53
18,4,0,Big Forehead,70.88,9.75,99.34,29.52,36.96,10.0,255.26,212.31
19,4,1,Small Forehead,70.88,9.75,99.45,53.21,53.21,30.0,98.82,1362.37
20,4,2,Cheeks and Nose,71.77,9.75,99.3,39.05,36.15,30.0,10.23,197.78
21,4,3,Left Cheek,72.65,19.49,99.02,31.46,60.25,18.18,196.75,717.36
22,4,4,Right Cheek,71.77,9.75,99.26,46.67,27.83,44.44,51.9,38.96
23,4,5,Crop Face,70.88,9.75,99.35,47.82,50.73,20.0,285.05,422.66
24,5,0,Big Forehead,73.54,9.75,99.13,26.94,17.39,0.0,21.04,79.06
25,5,1,Small Forehead,72.65,9.75,99.14,38.11,27.17,22.22,17.9,54.14
26,5,2,Cheeks and Nose,73.54,10.63,99.32,22.0,18.73,0.0,17.25,97.57
27,5,3,Left Cheek,73.54,9.75,99.38,15.56,31.31,0.0,148.49,256.04
28,5,4,Right Cheek,73.54,9.75,99.34,15.56,32.82,0.0,93.72,96.39
29,5,5,Crop Face,73.54,10.63,99.37,22.0,17.04,0.0,41.37,163.95
30,6,0,Big Forehead,76.2,9.75,99.09,20.87,34.18,0.0,120.23,106.44
31,6,1,Small Forehead,76.2,9.75,99.12,14.76,17.8,0.0,37.78,69.04
32,6,2,Cheeks and Nose,76.2,9.75,99.26,36.15,30.83,20.0,24.44,489.15
33,6,3,Left Cheek,77.08,9.75,99.34,20.87,22.69,0.0,8.95,160.21
34,6,4,Right Cheek,76.2,9.75,99.29,20.87,30.83,0.0,84.15,46.61
35,6,5,Crop Face,76.2,9.75,99.26,29.52,32.39,0.0,203.75,156.06
