,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,85.93,20.37,99.11,28.14,22.06,0.0,19.27,234.42
1,1,1,Small Forehead,85.93,19.49,99.35,19.9,22.06,0.0,11.42,43.19
2,1,2,Cheeks and Nose,85.93,21.26,99.17,9.95,12.85,0.0,17.09,4.4
3,1,3,Left Cheek,85.93,23.92,99.24,28.14,16.25,0.0,9.13,70.99
4,1,4,Right Cheek,86.81,20.37,99.06,18.07,17.23,0.0,32.53,121.11
5,1,5,Crop Face,86.81,19.49,99.12,31.31,17.8,20.0,2.42,12.82
6,2,0,Big Forehead,86.81,18.6,98.67,19.05,29.66,0.0,129.6,153.8
7,2,1,Small Forehead,87.7,17.72,98.91,13.47,30.12,0.0,170.44,317.84
8,2,2,Cheeks and Nose,86.81,9.74,98.47,25.2,26.42,0.0,116.83,387.91
9,2,3,Left Cheek,87.7,9.74,98.7,21.3,26.94,0.0,254.42,148.8
10,2,4,Right Cheek,86.81,15.95,98.41,19.9,22.06,0.0,2.22,109.93
11,2,5,Crop Face,86.81,23.92,98.34,23.33,27.46,0.0,34.04,84.83
12,3,0,Big Forehead,86.81,9.74,99.18,24.37,16.99,0.0,24.21,101.62
13,3,1,Small Forehead,86.81,9.74,99.34,19.9,17.23,0.0,49.02,115.14
14,3,2,Cheeks and Nose,85.93,9.74,99.08,24.37,16.25,0.0,26.89,34.75
15,3,3,Left Cheek,86.81,21.26,99.18,0.0,16.25,0.0,41.52,69.64
16,3,4,Right Cheek,87.7,20.37,99.11,14.07,16.25,0.0,86.27,115.44
17,3,5,Crop Face,85.93,9.74,99.11,0.0,17.23,0.0,7.5,44.08
18,4,0,Big Forehead,87.7,22.15,99.17,24.37,25.69,0.0,42.71,77.99
19,4,1,Small Forehead,87.7,19.49,99.3,24.37,43.28,0.0,231.25,204.06
20,4,2,Cheeks and Nose,88.58,9.74,99.14,25.56,17.23,0.0,24.75,189.87
21,4,3,Left Cheek,88.58,21.26,99.22,0.0,17.8,0.0,64.71,157.04
22,4,4,Right Cheek,88.58,11.52,99.1,47.72,32.87,27.27,187.2,258.55
23,4,5,Crop Face,87.7,22.15,99.17,18.07,17.8,0.0,22.4,67.58
24,5,0,Big Forehead,87.7,23.92,99.16,26.32,24.87,0.0,98.67,63.09
25,5,1,Small Forehead,88.58,9.74,99.29,25.2,25.34,0.0,23.8,105.0
26,5,2,Cheeks and Nose,88.58,21.26,99.03,30.12,31.48,8.33,143.68,250.78
27,5,3,Left Cheek,87.7,19.49,99.23,22.25,26.17,0.0,29.63,299.36
28,5,4,Right Cheek,88.58,9.74,99.1,22.25,28.58,0.0,52.77,107.04
29,5,5,Crop Face,88.58,19.49,99.15,33.0,31.48,8.33,199.85,164.69
30,6,0,Big Forehead,89.47,9.74,99.17,19.05,16.71,0.0,69.75,174.38
31,6,1,Small Forehead,89.47,23.03,99.24,19.05,30.12,0.0,130.02,202.18
32,6,2,Cheeks and Nose,89.47,23.03,99.09,23.33,17.12,0.0,25.48,36.0
33,6,3,Left Cheek,89.47,19.49,99.26,30.12,21.14,0.0,71.11,79.04
34,6,4,Right Cheek,90.36,20.37,99.11,23.33,26.42,0.0,171.79,340.13
35,6,5,Crop Face,89.47,23.03,99.11,19.05,17.12,0.0,54.51,77.71
