,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,59.35,22.15,98.89,52.02,63.15,22.22,1711.83,2001.77
1,1,1,Small Forehead,59.35,19.49,98.33,44.0,42.71,33.33,562.68,1646.05
2,1,2,Cheeks and Nose,59.35,9.74,99.04,46.67,68.21,20.0,637.94,587.97
3,1,3,Left Cheek,58.46,9.74,99.06,31.54,84.21,12.5,1943.27,4061.64
4,1,4,Right Cheek,59.35,10.63,98.97,90.49,78.54,88.89,858.02,1777.57
5,1,5,Crop Face,58.46,9.74,99.07,51.88,40.77,33.33,172.1,866.77
6,2,0,Big Forehead,62.89,15.94,98.37,49.75,47.63,18.18,186.76,1238.87
7,2,1,Small Forehead,62.89,16.83,97.42,50.73,54.19,54.55,610.78,1043.34
8,2,2,Cheeks and Nose,62.89,9.74,98.94,74.39,72.0,66.67,1380.43,1283.37
9,2,3,Left Cheek,62.89,9.74,98.84,37.34,46.49,25.0,584.14,239.33
10,2,4,Right Cheek,63.78,9.74,99.32,38.11,46.8,22.22,149.62,417.11
11,2,5,Crop Face,62.89,9.74,98.7,49.19,46.15,33.33,351.13,364.54
12,3,0,Big Forehead,59.35,9.74,98.73,35.45,64.39,15.38,290.71,490.8
13,3,1,Small Forehead,57.58,23.92,97.85,34.35,31.48,16.67,76.7,260.77
14,3,2,Cheeks and Nose,60.24,14.17,99.25,55.4,71.25,50.0,65.06,2090.17
15,3,3,Left Cheek,59.35,15.94,99.11,57.81,67.99,50.0,48.61,611.83
16,3,4,Right Cheek,59.35,9.74,99.08,68.46,98.08,50.0,1604.87,2200.58
17,3,5,Crop Face,59.35,13.29,98.92,0.0,87.43,0.0,512.33,2023.61
18,4,0,Big Forehead,92.13,9.74,98.04,29.52,40.29,10.0,173.9,204.71
19,4,1,Small Forehead,91.24,9.74,97.17,39.8,32.87,36.36,132.0,232.67
20,4,2,Cheeks and Nose,58.46,9.74,99.09,49.5,69.21,50.0,1025.66,2976.93
21,4,3,Left Cheek,58.46,9.74,99.17,79.6,75.08,62.5,660.35,1667.98
22,4,4,Right Cheek,58.46,22.15,99.04,50.86,33.0,37.5,13.84,73.55
23,4,5,Crop Face,58.46,9.74,98.51,94.5,57.42,62.5,455.54,465.9
24,5,0,Big Forehead,59.35,9.74,98.92,51.59,63.09,44.44,463.03,394.35
25,5,1,Small Forehead,69.09,9.74,98.46,92.43,90.74,55.56,1770.88,3643.29
26,5,2,Cheeks and Nose,59.35,9.74,99.06,33.5,64.29,25.0,961.06,2848.03
27,5,3,Left Cheek,59.35,9.74,98.98,47.11,68.75,25.0,2424.79,1876.55
28,5,4,Right Cheek,59.35,20.37,98.85,55.18,55.13,25.0,858.77,2454.19
29,5,5,Crop Face,59.35,21.26,98.86,23.33,29.1,0.0,66.0,351.86
30,6,0,Big Forehead,62.01,21.26,98.21,58.76,49.16,37.5,204.61,1573.09
31,6,1,Small Forehead,62.89,21.26,97.85,58.59,61.33,44.44,167.33,853.58
32,6,2,Cheeks and Nose,62.01,21.26,98.8,99.07,64.61,75.0,297.74,1461.68
33,6,3,Left Cheek,62.01,22.15,99.22,16.5,52.47,0.0,105.66,118.77
34,6,4,Right Cheek,61.12,23.03,98.79,72.44,53.65,62.5,49.53,827.42
35,6,5,Crop Face,62.01,21.26,98.31,52.57,52.91,37.5,103.42,1328.73
36,7,0,Big Forehead,59.35,22.15,98.92,164.43,139.96,55.56,2016.19,10872.05
37,7,1,Small Forehead,73.52,9.74,98.2,158.34,130.45,40.0,2410.83,3210.57
38,7,2,Cheeks and Nose,61.12,23.92,99.18,75.24,53.88,44.44,106.28,1310.35
39,7,3,Left Cheek,60.24,9.74,99.44,81.65,43.37,62.5,85.04,443.71
40,7,4,Right Cheek,60.24,9.74,99.11,39.05,72.91,20.0,414.78,5775.24
41,7,5,Crop Face,60.24,9.74,98.97,48.45,33.65,25.0,173.86,1210.7
