,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,69.39,9.79,99.27,51.59,69.92,33.33,110.68,4383.78
1,1,1,Small Forehead,68.5,22.24,99.23,74.61,90.71,55.56,281.58,6199.21
2,1,2,Cheeks and Nose,68.5,9.79,99.26,31.11,40.57,11.11,209.09,648.89
3,1,3,Left Cheek,68.5,20.46,99.22,23.33,19.83,0.0,41.69,180.77
4,1,4,Right Cheek,67.61,10.68,99.22,42.6,41.74,22.22,9.42,150.52
5,1,5,Crop Face,68.5,9.79,99.25,34.79,42.46,22.22,179.17,316.7
6,2,0,Big Forehead,65.83,9.79,99.28,26.09,19.83,0.0,52.13,164.16
7,2,1,Small Forehead,64.94,9.79,99.21,134.97,97.83,63.64,3064.25,1109.44
8,2,2,Cheeks and Nose,66.72,9.79,99.21,38.11,66.37,22.22,387.03,369.45
9,2,3,Left Cheek,66.72,9.79,99.21,35.0,47.95,25.0,320.42,2389.61
10,2,4,Right Cheek,67.61,9.79,99.27,34.79,47.31,22.22,109.38,52.49
11,2,5,Crop Face,66.72,9.79,99.23,53.89,54.34,44.44,690.97,1290.33
12,3,0,Big Forehead,68.5,9.79,99.33,46.67,42.91,40.0,187.96,139.32
13,3,1,Small Forehead,69.39,9.79,99.24,66.82,56.81,60.0,1117.74,871.68
14,3,2,Cheeks and Nose,68.5,9.79,99.3,66.0,45.22,55.56,92.93,413.88
15,3,3,Left Cheek,68.5,9.79,99.29,25.56,30.83,0.0,56.23,58.14
16,3,4,Right Cheek,68.5,18.68,99.23,44.0,49.32,33.33,200.53,889.83
17,3,5,Crop Face,68.5,20.46,99.31,36.48,38.73,11.11,26.54,85.51
18,4,0,Big Forehead,68.5,11.56,99.08,45.35,58.62,44.44,1058.57,3179.03
19,4,1,Small Forehead,69.39,9.79,98.97,48.95,59.86,40.0,905.86,717.72
20,4,2,Cheeks and Nose,68.5,9.79,99.27,33.0,41.26,20.0,267.07,553.05
21,4,3,Left Cheek,68.5,9.79,99.26,44.27,41.74,40.0,185.71,238.24
22,4,4,Right Cheek,68.5,9.79,99.35,38.11,54.0,22.22,151.98,350.9
23,4,5,Crop Face,68.5,9.79,99.33,25.56,46.88,10.0,226.8,379.54
24,5,0,Big Forehead,68.5,19.57,99.49,82.32,60.35,55.56,582.22,977.41
25,5,1,Small Forehead,68.5,9.79,99.38,134.04,104.93,40.0,3309.75,1875.19
26,5,2,Cheeks and Nose,68.5,13.34,99.49,36.48,57.79,22.22,547.39,625.45
27,5,3,Left Cheek,68.5,23.13,99.41,63.19,55.66,33.33,267.48,1777.0
28,5,4,Right Cheek,68.5,13.34,99.35,34.79,53.44,22.22,142.26,845.2
29,5,5,Crop Face,68.5,9.79,99.53,56.09,49.8,33.33,401.5,134.92
30,6,0,Big Forehead,68.5,9.79,98.9,15.56,26.03,0.0,54.45,219.69
31,6,1,Small Forehead,70.28,9.79,98.95,53.58,62.07,54.55,696.52,309.38
32,6,2,Cheeks and Nose,69.39,9.79,99.22,15.56,40.57,0.0,87.54,856.25
33,6,3,Left Cheek,69.39,9.79,99.14,0.0,20.87,0.0,59.69,32.41
34,6,4,Right Cheek,69.39,15.12,99.43,15.56,34.79,0.0,229.04,700.57
35,6,5,Crop Face,69.39,16.9,99.19,15.56,40.57,0.0,158.77,415.06
