,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,68.51,23.13,99.28,55.22,57.85,20.0,371.95,1136.47
1,1,1,Small Forehead,69.4,23.13,99.26,60.25,43.73,41.67,53.97,1205.67
2,1,2,Cheeks and Nose,68.51,10.68,98.97,92.87,66.54,22.22,1018.2,904.86
3,1,3,Left Cheek,74.74,9.79,98.8,39.28,66.63,25.0,572.31,936.45
4,1,4,Right Cheek,64.95,9.79,99.18,55.0,68.61,44.44,1741.18,2063.31
5,1,5,Crop Face,67.62,9.79,99.2,24.6,22.27,11.11,73.77,39.91
6,2,0,Big Forehead,72.96,22.24,99.17,48.95,39.8,40.0,318.6,1017.78
7,2,1,Small Forehead,72.96,23.13,99.21,64.48,68.69,36.36,917.3,1784.47
8,2,2,Cheeks and Nose,69.4,9.79,98.89,18.07,34.18,0.0,230.7,216.2
9,2,3,Left Cheek,67.62,14.24,99.04,87.31,69.92,55.56,449.29,1321.21
10,2,4,Right Cheek,70.29,9.79,98.73,81.92,79.42,44.44,2045.48,1118.91
11,2,5,Crop Face,69.4,9.79,98.83,84.45,54.32,25.0,524.39,756.84
12,3,0,Big Forehead,66.73,9.79,99.2,31.11,63.09,22.22,1154.35,1270.79
13,3,1,Small Forehead,66.73,9.79,99.27,75.12,77.66,27.27,180.83,1523.64
14,3,2,Cheeks and Nose,65.84,9.79,99.1,39.05,74.99,20.0,572.56,1405.54
15,3,3,Left Cheek,66.73,9.79,99.22,62.61,55.93,50.0,44.71,1290.95
16,3,4,Right Cheek,65.84,9.79,99.09,51.12,46.88,20.0,38.9,716.85
17,3,5,Crop Face,66.73,9.79,99.16,56.09,31.11,33.33,68.1,53.44
18,4,0,Big Forehead,65.84,16.02,99.22,40.42,51.89,30.0,529.22,465.42
19,4,1,Small Forehead,65.84,9.79,99.17,55.22,49.55,20.0,394.75,572.92
20,4,2,Cheeks and Nose,64.95,10.68,98.92,39.66,54.09,22.22,470.93,1551.92
21,4,3,Left Cheek,65.84,18.68,98.68,76.69,66.15,30.0,333.06,681.56
22,4,4,Right Cheek,65.84,9.79,98.97,48.95,30.83,20.0,55.89,68.76
23,4,5,Crop Face,65.84,10.68,99.07,49.83,71.1,33.33,441.16,3632.13
24,5,0,Big Forehead,67.62,9.79,99.31,64.14,44.14,22.22,82.72,838.74
25,5,1,Small Forehead,68.51,9.79,99.35,50.41,37.46,33.33,196.74,1011.08
26,5,2,Cheeks and Nose,67.62,19.57,98.81,29.52,29.52,20.0,133.36,215.11
27,5,3,Left Cheek,67.62,9.79,99.07,26.32,60.45,0.0,42.02,1483.32
28,5,4,Right Cheek,69.4,9.79,99.29,41.16,54.47,33.33,771.21,1729.48
29,5,5,Crop Face,67.62,9.79,99.04,34.79,63.09,22.22,185.4,794.53
30,6,0,Big Forehead,72.07,9.79,99.27,59.24,37.46,44.44,206.68,435.11
31,6,1,Small Forehead,72.07,9.79,99.29,26.94,60.25,11.11,446.94,1535.9
32,6,2,Cheeks and Nose,72.07,9.79,99.16,33.0,41.26,10.0,116.68,249.78
33,6,3,Left Cheek,72.96,23.13,99.04,44.84,42.37,15.38,263.54,384.61
34,6,4,Right Cheek,72.07,9.79,99.02,33.0,22.27,11.11,42.61,408.15
35,6,5,Crop Face,72.07,9.79,99.23,22.0,37.46,0.0,69.63,607.97
