,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,55.83,18.61,99.33,68.73,80.08,42.86,483.67,825.41
1,1,1,Small Forehead,55.83,23.93,99.52,79.99,97.62,75.0,126.13,3769.17
2,1,2,Cheeks and Nose,54.94,9.75,99.28,24.95,50.16,0.0,650.11,857.81
3,1,3,Left Cheek,54.94,17.72,99.4,55.95,82.68,62.5,181.43,1404.44
4,1,4,Right Cheek,56.71,9.75,99.4,0.0,72.71,0.0,1957.24,5537.23
5,1,5,Crop Face,55.83,9.75,99.34,27.89,48.47,14.29,758.82,1093.97
6,2,0,Big Forehead,56.71,23.93,99.42,81.67,86.44,37.5,974.19,5181.79
7,2,1,Small Forehead,57.6,9.75,99.62,74.71,80.46,50.0,44.97,5107.53
8,2,2,Cheeks and Nose,56.71,23.04,99.41,55.95,61.98,37.5,914.95,1473.29
9,2,3,Left Cheek,55.83,11.52,98.98,29.1,64.23,11.11,12.07,323.3
10,2,4,Right Cheek,55.83,23.93,98.96,62.23,73.38,22.22,1396.33,2847.86
11,2,5,Crop Face,56.71,9.75,99.39,52.18,69.57,25.0,2310.28,2832.93
12,3,0,Big Forehead,59.37,9.75,99.39,72.3,64.48,40.0,224.73,839.8
13,3,1,Small Forehead,58.49,9.75,99.46,38.11,113.47,22.22,113.67,7253.61
14,3,2,Cheeks and Nose,54.05,16.84,99.3,114.32,61.74,75.0,185.98,982.29
15,3,3,Left Cheek,57.6,19.5,99.3,64.14,73.05,22.22,190.18,471.84
16,3,4,Right Cheek,59.37,19.5,98.89,62.93,50.41,45.45,216.44,717.73
17,3,5,Crop Face,56.71,11.52,99.3,82.5,63.9,75.0,538.94,1448.25
18,4,0,Big Forehead,61.14,22.15,99.38,62.23,58.72,55.56,12.77,1181.84
19,4,1,Small Forehead,60.26,23.93,99.43,61.74,43.65,25.0,250.03,1077.29
20,4,2,Cheeks and Nose,60.26,23.93,99.44,53.21,63.09,40.0,740.27,1459.92
21,4,3,Left Cheek,60.26,22.15,99.36,31.11,20.87,22.22,73.97,298.7
22,4,4,Right Cheek,60.26,20.38,99.23,41.74,68.21,20.0,264.08,1818.09
23,4,5,Crop Face,60.26,23.04,99.37,33.0,72.3,20.0,428.91,2023.8
24,5,0,Big Forehead,58.49,9.75,99.36,52.75,73.05,33.33,370.77,1160.67
25,5,1,Small Forehead,58.49,9.75,99.48,96.77,76.43,50.0,664.3,2352.1
26,5,2,Cheeks and Nose,55.83,9.75,99.39,94.79,93.57,25.0,2324.09,4034.42
27,5,3,Left Cheek,55.83,18.61,99.42,55.78,78.76,28.57,116.75,2455.13
28,5,4,Right Cheek,56.71,17.72,99.1,72.3,64.79,60.0,82.14,397.07
29,5,5,Crop Face,56.71,17.72,99.29,28.58,62.71,0.0,650.64,2382.43
30,6,0,Big Forehead,55.83,9.75,99.23,132.0,75.33,55.56,83.54,1857.24
31,6,1,Small Forehead,54.94,9.75,99.45,78.81,51.92,54.55,122.44,385.56
32,6,2,Cheeks and Nose,55.83,9.75,99.12,22.0,15.56,0.0,29.4,214.3
33,6,3,Left Cheek,55.83,9.75,99.35,114.05,107.35,57.14,1721.55,10453.23
34,6,4,Right Cheek,55.83,9.75,99.24,70.78,91.0,50.0,1063.97,3445.37
35,6,5,Crop Face,55.83,9.75,99.07,107.44,67.34,80.0,181.67,317.49
