,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,63.17,9.79,98.97,36.22,34.46,25.0,228.0,676.45
1,1,1,Small Forehead,62.28,9.79,98.75,22.63,43.28,0.0,137.56,950.98
2,1,2,Cheeks and Nose,64.06,23.13,99.24,74.85,47.56,50.0,434.95,616.31
3,1,3,Left Cheek,64.95,16.9,99.1,104.95,71.58,50.0,556.96,329.6
4,1,4,Right Cheek,64.06,9.79,99.12,51.55,40.01,25.0,58.77,475.59
5,1,5,Crop Face,64.06,10.68,99.09,73.07,44.61,37.5,139.62,378.42
6,2,0,Big Forehead,65.84,9.79,98.84,36.22,22.92,25.0,29.41,159.81
7,2,1,Small Forehead,64.95,17.79,98.79,36.22,28.63,25.0,33.38,591.58
8,2,2,Cheeks and Nose,64.06,17.79,99.18,16.0,10.67,0.0,27.8,121.25
9,2,3,Left Cheek,64.06,9.79,99.05,23.33,35.66,0.0,467.44,1250.46
10,2,4,Right Cheek,64.95,9.79,99.24,53.89,60.01,33.33,512.35,1893.16
11,2,5,Crop Face,64.06,17.79,99.07,16.0,36.45,0.0,560.15,1040.67
12,3,0,Big Forehead,65.84,23.13,99.22,34.79,58.31,22.22,557.79,2349.17
13,3,1,Small Forehead,60.5,9.79,99.32,55.22,55.75,20.0,1454.65,3015.55
14,3,2,Cheeks and Nose,66.73,20.46,99.39,56.09,49.51,33.33,497.0,431.53
15,3,3,Left Cheek,68.51,13.35,99.36,15.56,40.28,0.0,265.37,686.54
16,3,4,Right Cheek,66.73,17.79,99.41,79.47,53.77,30.0,205.35,518.39
17,3,5,Crop Face,66.73,17.79,99.33,38.11,51.31,22.22,274.07,325.05
18,4,0,Big Forehead,68.51,9.79,99.22,36.45,34.54,25.0,59.8,74.55
19,4,1,Small Forehead,87.19,9.79,99.33,51.12,31.15,50.0,46.72,485.96
20,4,2,Cheeks and Nose,67.62,9.79,99.18,47.95,36.32,44.44,260.12,1240.02
21,4,3,Left Cheek,68.51,9.79,98.48,26.94,53.18,0.0,375.66,1846.65
22,4,4,Right Cheek,68.51,9.79,99.24,56.51,42.62,50.0,108.67,405.17
23,4,5,Crop Face,67.62,21.35,99.18,16.5,23.97,0.0,62.6,92.44
24,5,0,Big Forehead,67.62,11.57,99.22,73.79,64.02,30.0,905.99,1794.6
25,5,1,Small Forehead,72.96,10.68,99.26,120.45,98.83,50.0,679.93,3081.27
26,5,2,Cheeks and Nose,67.62,9.79,99.24,53.21,48.54,40.0,41.41,1307.11
27,5,3,Left Cheek,67.62,9.79,99.2,103.97,69.59,44.44,147.49,922.26
28,5,4,Right Cheek,67.62,22.24,99.29,19.05,27.83,0.0,92.86,254.79
29,5,5,Crop Face,67.62,9.79,99.2,74.16,44.4,22.22,136.17,312.12
30,6,0,Big Forehead,64.95,9.79,98.94,55.37,32.63,25.0,168.13,222.06
31,6,1,Small Forehead,94.31,9.79,99.09,63.71,42.51,54.55,50.19,863.46
32,6,2,Cheeks and Nose,64.95,9.79,98.95,57.64,40.24,44.44,257.11,475.9
33,6,3,Left Cheek,64.95,9.79,99.11,55.83,79.34,44.44,1050.53,1919.57
34,6,4,Right Cheek,64.95,9.79,99.18,76.75,69.12,37.5,62.49,4025.73
35,6,5,Crop Face,64.95,9.79,98.74,46.05,40.32,37.5,226.71,778.76
36,7,0,Big Forehead,65.84,9.79,99.04,51.59,39.51,44.44,428.13,339.72
37,7,1,Small Forehead,87.19,9.79,99.19,31.6,36.99,16.67,329.79,829.69
38,7,2,Cheeks and Nose,65.84,18.68,98.94,50.41,47.58,22.22,564.54,1834.82
39,7,3,Left Cheek,66.73,21.35,99.1,63.19,60.43,55.56,636.91,1242.38
40,7,4,Right Cheek,66.73,20.46,99.19,68.43,57.67,50.0,436.13,2114.16
41,7,5,Crop Face,66.73,9.79,98.81,66.91,52.42,55.56,377.53,1882.75
