,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,68.24,9.75,99.0,31.11,67.9,11.11,860.19,2445.87
1,1,1,Small Forehead,68.24,9.75,99.3,53.58,47.72,36.36,307.87,718.54
2,1,2,Cheeks and Nose,69.12,23.93,99.14,62.23,44.55,66.67,404.59,457.89
3,1,3,Left Cheek,69.12,20.38,99.25,44.0,44.14,44.44,237.04,1016.16
4,1,4,Right Cheek,69.12,14.18,99.49,33.0,36.9,12.5,32.61,432.31
5,1,5,Crop Face,69.12,9.75,99.09,44.0,44.68,44.44,53.72,615.07
6,2,0,Big Forehead,61.15,22.15,99.1,33.0,61.01,20.0,47.53,2622.1
7,2,1,Small Forehead,62.92,9.75,99.25,69.65,64.67,54.55,785.73,4081.65
8,2,2,Cheeks and Nose,62.03,15.95,99.18,16.5,14.55,0.0,51.4,65.71
9,2,3,Left Cheek,61.15,9.75,99.35,80.83,72.05,44.44,2027.32,2188.97
10,2,4,Right Cheek,62.03,10.63,99.52,64.96,48.89,75.0,292.07,2241.85
11,2,5,Crop Face,62.03,20.38,99.19,26.09,16.5,0.0,43.3,66.14
12,3,0,Big Forehead,62.03,10.63,99.05,86.53,54.72,75.0,321.12,1387.08
13,3,1,Small Forehead,63.81,13.29,99.12,73.12,70.71,36.36,208.06,1367.92
14,3,2,Cheeks and Nose,61.15,10.63,99.16,44.0,54.45,22.22,607.72,495.21
15,3,3,Left Cheek,61.15,9.75,99.36,61.74,75.61,62.5,1170.81,7172.04
16,3,4,Right Cheek,62.03,14.18,99.51,54.72,46.02,25.0,533.47,984.55
17,3,5,Crop Face,61.15,11.52,99.25,60.25,71.71,44.44,1732.52,4670.95
18,4,0,Big Forehead,64.69,11.52,99.03,20.21,32.07,0.0,311.5,675.54
19,4,1,Small Forehead,76.21,9.75,99.24,47.82,54.13,30.0,604.25,1457.23
20,4,2,Cheeks and Nose,64.69,18.61,99.17,33.0,33.0,12.5,246.98,592.33
21,4,3,Left Cheek,63.81,10.63,99.39,50.41,78.48,55.56,1574.91,5221.53
22,4,4,Right Cheek,64.69,10.63,99.5,53.47,46.67,25.0,213.57,864.05
23,4,5,Crop Face,65.58,9.75,99.32,28.58,30.62,0.0,155.42,226.93
24,5,0,Big Forehead,67.35,19.5,99.13,33.0,28.89,11.11,307.55,186.19
25,5,1,Small Forehead,65.58,9.75,99.28,53.21,36.96,40.0,78.36,794.54
26,5,2,Cheeks and Nose,67.35,9.75,99.22,26.94,23.07,0.0,43.87,379.28
27,5,3,Left Cheek,68.24,11.52,99.34,34.47,50.98,18.18,469.37,1926.7
28,5,4,Right Cheek,66.46,15.07,99.49,38.11,49.32,22.22,427.78,1128.08
29,5,5,Crop Face,67.35,14.18,99.24,31.11,44.14,11.11,105.85,829.01
30,6,0,Big Forehead,64.69,23.04,99.02,26.09,17.39,0.0,9.99,118.55
31,6,1,Small Forehead,65.58,23.93,99.08,121.7,96.77,80.0,2142.52,1968.22
32,6,2,Cheeks and Nose,64.69,16.84,99.46,44.0,36.32,33.33,213.87,856.69
33,6,3,Left Cheek,65.58,16.84,99.35,133.82,101.77,55.56,400.7,4551.84
34,6,4,Right Cheek,65.58,11.52,99.56,31.11,58.31,22.22,330.07,556.01
35,6,5,Crop Face,64.69,15.95,99.33,34.79,42.46,22.22,237.7,538.27
36,7,0,Big Forehead,66.46,20.38,99.18,0.0,37.49,0.0,1.49,180.35
37,7,1,Small Forehead,70.01,22.15,99.2,41.02,40.92,36.36,23.45,345.49
38,7,2,Cheeks and Nose,64.69,9.75,99.45,58.21,51.71,44.44,100.06,656.93
39,7,3,Left Cheek,70.01,10.63,99.24,220.31,141.39,60.0,4243.58,4986.01
40,7,4,Right Cheek,65.58,11.52,99.58,56.09,67.45,44.44,258.05,2982.32
41,7,5,Crop Face,66.46,9.75,99.35,53.21,57.67,40.0,975.29,1631.27
