,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,87.72,9.75,99.05,26.32,26.17,0.0,29.6,188.08
1,1,1,Small Forehead,88.61,9.75,99.14,19.9,25.69,0.0,7.7,79.35
2,1,2,Cheeks and Nose,87.72,9.75,99.25,17.23,19.05,0.0,37.65,138.16
3,1,3,Left Cheek,89.49,9.75,99.05,22.25,32.87,0.0,56.26,797.81
4,1,4,Right Cheek,87.72,9.75,99.33,24.37,20.51,0.0,21.51,58.81
5,1,5,Crop Face,88.61,9.75,99.04,19.9,19.05,0.0,21.02,177.0
6,2,0,Big Forehead,85.95,16.84,99.18,52.18,33.0,60.0,11.92,726.13
7,2,1,Small Forehead,85.06,16.84,99.21,17.23,35.41,0.0,104.37,648.45
8,2,2,Cheeks and Nose,85.95,23.04,99.11,29.52,19.9,20.0,48.46,22.39
9,2,3,Left Cheek,86.84,22.15,99.13,14.76,29.52,0.0,93.75,254.66
10,2,4,Right Cheek,85.95,23.04,99.18,14.76,9.95,0.0,11.67,5.86
11,2,5,Crop Face,85.95,21.27,99.16,14.76,9.95,0.0,11.67,5.86
12,3,0,Big Forehead,85.06,17.72,98.68,44.27,37.49,20.0,100.37,206.72
13,3,1,Small Forehead,86.84,18.61,98.91,48.95,30.83,20.0,69.88,125.95
14,3,2,Cheeks and Nose,85.06,9.75,98.97,19.9,28.14,0.0,45.26,290.69
15,3,3,Left Cheek,85.95,20.38,99.06,26.32,23.69,0.0,21.35,109.36
16,3,4,Right Cheek,86.84,21.27,99.12,31.46,25.69,9.09,14.25,174.64
17,3,5,Crop Face,85.06,9.75,98.56,14.76,9.95,0.0,11.67,5.86
18,4,0,Big Forehead,87.72,10.63,98.82,0.0,25.95,0.0,47.72,81.78
19,4,1,Small Forehead,87.72,12.41,99.1,29.52,20.87,0.0,73.38,162.79
20,4,2,Cheeks and Nose,87.72,9.75,99.2,20.87,16.65,0.0,63.08,102.45
21,4,3,Left Cheek,87.72,9.75,99.17,23.33,16.65,0.0,6.11,31.63
22,4,4,Right Cheek,88.61,9.75,98.96,23.33,17.23,0.0,25.35,72.09
23,4,5,Crop Face,87.72,9.75,99.06,20.87,16.65,0.0,63.08,102.45
24,5,0,Big Forehead,86.84,9.75,98.94,19.05,31.71,0.0,527.86,607.51
25,5,1,Small Forehead,86.84,11.52,99.12,19.05,33.42,0.0,1.93,190.46
26,5,2,Cheeks and Nose,85.95,9.75,99.2,26.94,27.46,0.0,80.97,141.89
27,5,3,Left Cheek,85.95,9.75,99.16,26.94,19.77,0.0,72.33,126.35
28,5,4,Right Cheek,85.95,23.92,99.21,19.05,33.0,0.0,90.3,184.27
29,5,5,Crop Face,86.84,9.75,99.07,19.05,19.77,0.0,102.31,93.41
30,6,0,Big Forehead,86.84,23.04,99.06,24.37,14.92,0.0,6.7,66.37
31,6,1,Small Forehead,85.95,9.75,99.12,31.6,28.46,8.33,54.89,185.58
32,6,2,Cheeks and Nose,85.95,9.75,99.16,19.9,16.25,0.0,30.0,109.53
33,6,3,Left Cheek,85.95,9.75,99.2,22.25,16.25,0.0,7.95,62.39
34,6,4,Right Cheek,86.84,9.75,99.25,26.32,16.99,0.0,24.05,76.03
35,6,5,Crop Face,85.95,9.75,99.3,22.25,17.23,0.0,24.72,193.72
36,7,0,Big Forehead,88.61,23.04,99.07,0.0,24.37,0.0,21.76,123.15
37,7,1,Small Forehead,89.49,9.75,99.16,26.32,19.9,0.0,38.69,201.25
38,7,2,Cheeks and Nose,87.72,9.75,99.15,0.0,26.17,0.0,85.4,499.31
39,7,3,Left Cheek,87.72,9.75,99.17,0.0,23.69,0.0,81.05,211.56
40,7,4,Right Cheek,87.72,9.75,99.22,0.0,22.06,0.0,33.84,45.76
41,7,5,Crop Face,87.72,9.75,99.03,0.0,16.99,0.0,82.73,164.46
