,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,83.27,19.49,99.19,41.02,40.92,18.18,133.57,259.95
1,1,1,Small Forehead,83.27,21.26,99.23,102.78,78.6,40.0,1064.36,1346.19
2,1,2,Cheeks and Nose,80.61,18.6,99.18,31.46,39.38,9.09,122.33,554.02
3,1,3,Left Cheek,82.38,18.6,99.45,44.5,70.82,18.18,1104.35,818.13
4,1,4,Right Cheek,79.72,16.83,99.57,78.56,59.67,50.0,38.35,1008.48
5,1,5,Crop Face,81.5,19.49,99.13,37.23,29.71,9.09,156.81,586.61
6,2,0,Big Forehead,78.84,17.72,99.3,72.3,46.24,30.0,164.52,319.72
7,2,1,Small Forehead,112.5,16.83,99.27,28.94,52.52,7.69,123.52,851.01
8,2,2,Cheeks and Nose,79.72,19.49,99.27,33.0,39.05,20.0,73.19,169.57
9,2,3,Left Cheek,77.07,20.37,99.54,20.87,26.7,0.0,117.19,226.63
10,2,4,Right Cheek,88.58,15.06,99.55,71.75,54.19,18.18,284.2,315.49
11,2,5,Crop Face,79.72,18.6,99.28,37.63,33.3,20.0,129.47,250.76
12,3,0,Big Forehead,79.72,9.74,99.26,52.65,47.63,36.36,227.35,1017.8
13,3,1,Small Forehead,73.52,9.74,99.29,28.58,25.34,8.33,130.18,372.63
14,3,2,Cheeks and Nose,77.95,23.92,99.28,22.0,18.73,0.0,36.05,82.98
15,3,3,Left Cheek,88.58,23.03,99.33,69.65,60.45,27.27,33.47,558.42
16,3,4,Right Cheek,89.47,20.37,99.59,93.79,66.77,23.08,136.44,588.61
17,3,5,Crop Face,77.95,9.74,99.19,53.89,42.46,22.22,70.04,270.88
18,4,0,Big Forehead,83.27,16.83,99.1,72.07,71.11,30.77,111.39,564.81
19,4,1,Small Forehead,88.58,18.6,99.24,126.24,84.81,36.36,772.37,1228.76
20,4,2,Cheeks and Nose,79.72,19.49,99.16,43.37,47.37,36.36,399.02,1269.13
21,4,3,Left Cheek,93.9,19.49,99.25,54.5,45.51,36.36,264.48,657.85
22,4,4,Right Cheek,78.84,12.4,99.47,29.85,42.99,18.18,573.8,893.13
23,4,5,Crop Face,79.72,17.72,98.97,39.8,40.92,36.36,417.91,618.12
24,5,0,Big Forehead,77.95,14.17,99.38,25.56,30.51,0.0,77.86,581.45
25,5,1,Small Forehead,80.61,23.92,99.36,41.02,55.1,27.27,512.37,678.64
26,5,2,Cheeks and Nose,78.84,9.74,99.32,10.44,42.68,0.0,101.02,723.55
27,5,3,Left Cheek,78.84,20.37,99.55,44.5,50.98,18.18,200.02,817.25
28,5,4,Right Cheek,78.84,9.74,99.52,50.41,34.45,33.33,99.45,195.82
29,5,5,Crop Face,77.95,23.03,99.38,23.33,17.23,0.0,48.46,188.72
30,6,0,Big Forehead,108.07,23.92,99.32,39.9,54.48,15.38,130.37,2583.38
31,6,1,Small Forehead,61.12,12.4,99.45,17.23,92.09,0.0,1492.82,3856.05
32,6,2,Cheeks and Nose,78.84,9.74,99.2,31.31,68.07,10.0,572.14,869.61
33,6,3,Left Cheek,80.61,12.4,99.35,23.33,53.24,8.33,371.61,667.57
34,6,4,Right Cheek,96.55,9.74,99.55,38.83,25.42,15.38,85.22,90.92
35,6,5,Crop Face,79.72,9.74,99.16,13.47,49.57,0.0,380.4,2256.73
