,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,64.67,23.92,98.82,60.85,61.66,50.0,364.27,2801.05
1,1,1,Small Forehead,62.9,10.63,98.93,74.46,76.86,63.64,89.19,2530.08
2,1,2,Cheeks and Nose,71.76,9.75,98.8,42.93,58.92,15.38,310.9,538.53
3,1,3,Left Cheek,71.76,9.75,98.73,51.08,43.43,21.43,174.59,767.5
4,1,4,Right Cheek,72.65,23.92,98.91,43.4,40.37,31.25,114.78,665.8
5,1,5,Crop Face,70.88,9.75,98.98,26.94,93.86,16.67,1100.71,3606.14
6,2,0,Big Forehead,77.96,15.06,98.84,44.68,59.55,33.33,786.26,1032.12
7,2,1,Small Forehead,85.94,15.06,98.91,77.71,68.15,54.55,344.76,2833.76
8,2,2,Cheeks and Nose,77.08,23.03,98.79,28.14,56.5,18.18,502.14,701.61
9,2,3,Left Cheek,76.19,10.63,98.84,18.31,29.65,0.0,111.13,201.94
10,2,4,Right Cheek,151.5,9.75,98.55,29.89,38.06,6.25,22.4,21.76
11,2,5,Crop Face,77.96,19.49,98.73,39.0,31.02,28.57,38.55,286.54
12,3,0,Big Forehead,80.62,23.92,98.85,31.46,26.17,9.09,212.24,220.9
13,3,1,Small Forehead,79.74,23.92,98.9,31.46,25.69,9.09,187.54,190.96
14,3,2,Cheeks and Nose,81.51,20.38,98.92,30.36,62.32,15.38,115.94,529.85
15,3,3,Left Cheek,82.39,9.75,99.18,30.55,57.73,14.29,648.25,2611.1
16,3,4,Right Cheek,82.39,23.92,99.31,111.64,107.75,13.33,3415.25,2006.0
17,3,5,Crop Face,81.51,18.6,98.96,28.94,81.86,15.38,200.43,1652.81
18,4,0,Big Forehead,83.28,20.38,98.72,92.08,80.89,28.57,336.38,1136.66
19,4,1,Small Forehead,83.28,9.75,98.87,163.59,139.16,54.55,2744.09,4219.25
20,4,2,Cheeks and Nose,78.85,21.26,98.96,0.0,62.65,0.0,1213.93,1164.78
21,4,3,Left Cheek,79.74,20.38,99.2,42.6,118.12,16.67,2999.71,2228.53
22,4,4,Right Cheek,76.19,9.75,99.1,41.52,61.51,25.0,907.43,911.81
23,4,5,Crop Face,78.85,9.75,98.98,8.82,26.36,0.0,66.11,126.19
24,5,0,Big Forehead,86.82,9.75,99.03,0.0,35.76,0.0,149.86,1374.18
25,5,1,Small Forehead,101.88,23.92,99.04,28.14,42.51,9.09,79.98,157.55
26,5,2,Cheeks and Nose,69.1,16.83,99.14,17.23,41.02,0.0,535.33,2015.88
27,5,3,Left Cheek,92.14,9.75,99.19,30.12,48.29,8.33,429.85,2091.01
28,5,4,Right Cheek,85.05,16.83,99.07,35.64,52.97,16.67,318.67,963.37
29,5,5,Crop Face,87.71,16.83,99.11,28.14,45.51,18.18,545.99,2288.29
30,6,0,Big Forehead,93.91,18.6,99.09,31.46,41.02,9.09,11.35,791.51
31,6,1,Small Forehead,77.96,23.03,98.99,52.65,39.8,45.45,89.99,130.86
32,6,2,Cheeks and Nose,63.79,9.75,99.04,38.11,23.33,22.22,8.09,96.2
33,6,3,Left Cheek,62.02,11.52,99.01,44.0,34.79,33.33,18.78,71.7
34,6,4,Right Cheek,62.02,10.63,99.05,22.0,52.18,0.0,521.1,363.61
35,6,5,Crop Face,62.02,9.75,99.1,57.16,57.67,40.0,175.06,1039.14
36,7,0,Big Forehead,69.99,9.75,99.15,70.36,56.87,54.55,421.7,694.64
37,7,1,Small Forehead,86.82,23.03,99.03,38.54,42.99,18.18,124.47,312.75
38,7,2,Cheeks and Nose,76.19,23.92,99.01,55.22,47.72,40.0,35.6,617.53
39,7,3,Left Cheek,76.19,12.4,99.03,43.37,52.88,36.36,734.74,772.23
40,7,4,Right Cheek,77.96,16.83,98.7,44.5,30.94,27.27,70.13,379.81
41,7,5,Crop Face,75.31,23.03,99.04,33.0,64.02,20.0,244.54,824.37
