,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,77.39,20.46,99.31,34.47,51.62,18.18,730.32,853.34
1,1,1,Small Forehead,76.5,19.57,99.45,17.23,76.21,0.0,85.95,1280.08
2,1,2,Cheeks and Nose,78.28,9.79,99.41,29.52,31.15,10.0,267.59,449.47
3,1,3,Left Cheek,79.17,9.79,99.49,136.43,109.63,40.0,2858.57,1731.52
4,1,4,Right Cheek,79.17,9.79,99.4,182.71,119.85,60.0,4061.74,1844.1
5,1,5,Crop Face,77.39,20.46,99.4,45.49,30.51,40.0,11.16,159.12
6,2,0,Big Forehead,80.95,9.79,99.44,28.14,38.11,9.09,218.07,268.24
7,2,1,Small Forehead,79.17,9.79,99.52,22.25,35.76,0.0,168.16,233.3
8,2,2,Cheeks and Nose,80.95,9.79,99.31,33.0,35.76,9.09,127.08,442.26
9,2,3,Left Cheek,80.06,9.79,99.43,24.37,34.82,0.0,39.24,178.55
10,2,4,Right Cheek,80.06,9.79,99.44,138.01,94.01,50.0,1094.52,1616.17
11,2,5,Crop Face,80.95,9.79,99.5,17.23,33.0,0.0,85.69,375.59
12,3,0,Big Forehead,81.84,9.79,99.33,47.72,39.8,45.45,205.07,258.37
13,3,1,Small Forehead,80.06,9.79,99.39,37.23,50.98,27.27,98.08,857.1
14,3,2,Cheeks and Nose,80.95,9.79,99.34,63.48,35.6,60.0,42.97,105.22
15,3,3,Left Cheek,81.84,9.79,99.46,123.91,81.93,40.0,540.27,387.5
16,3,4,Right Cheek,80.95,20.46,99.45,48.95,49.95,20.0,34.03,363.92
17,3,5,Crop Face,81.84,9.79,99.4,14.76,9.95,0.0,11.51,4.93
18,4,0,Big Forehead,80.06,9.79,99.34,15.56,22.27,0.0,15.31,429.07
19,4,1,Small Forehead,77.39,21.35,99.62,0.0,26.94,0.0,118.26,696.79
20,4,2,Cheeks and Nose,80.06,9.79,99.35,34.61,22.25,20.0,10.46,130.24
21,4,3,Left Cheek,80.06,9.79,99.53,102.25,58.02,50.0,173.1,426.58
22,4,4,Right Cheek,80.06,16.9,99.47,19.05,22.0,0.0,39.03,146.15
23,4,5,Crop Face,80.06,9.79,99.38,34.61,27.07,20.0,149.31,411.77
24,5,0,Big Forehead,78.28,9.79,99.41,29.52,28.84,0.0,274.59,195.67
25,5,1,Small Forehead,76.5,12.45,99.45,70.36,73.57,27.27,846.04,1457.34
26,5,2,Cheeks and Nose,77.39,19.57,99.37,33.0,30.83,10.0,62.5,532.2
27,5,3,Left Cheek,77.39,21.35,99.41,34.61,35.6,20.0,338.33,410.1
28,5,4,Right Cheek,75.61,21.35,99.4,59.7,54.72,54.55,391.82,1245.47
29,5,5,Crop Face,77.39,18.68,99.45,27.61,40.29,10.0,81.85,471.76
30,6,0,Big Forehead,78.28,9.79,99.36,25.56,37.49,0.0,153.58,172.01
31,6,1,Small Forehead,78.28,9.79,99.47,44.27,38.54,20.0,18.05,606.93
32,6,2,Cheeks and Nose,77.39,10.67,99.32,23.33,22.25,0.0,86.8,173.8
33,6,3,Left Cheek,75.61,18.68,99.48,51.7,43.28,45.45,364.16,311.14
34,6,4,Right Cheek,77.39,9.79,99.41,44.27,54.13,40.0,347.86,2172.26
35,6,5,Crop Face,77.39,9.79,99.43,18.07,25.56,0.0,6.66,196.56
