,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,73.53,9.74,99.4,45.49,66.0,20.0,300.11,3433.6
1,1,1,Small Forehead,73.53,9.74,99.37,58.1,62.61,40.0,465.35,1668.22
2,1,2,Cheeks and Nose,70.87,9.74,99.06,24.6,17.39,0.0,61.45,136.86
3,1,3,Left Cheek,71.76,9.74,99.2,29.1,38.26,11.11,492.69,745.82
4,1,4,Right Cheek,69.99,9.74,99.24,48.95,41.98,30.0,116.18,514.07
5,1,5,Crop Face,71.76,9.74,99.29,44.0,34.08,33.33,152.97,428.17
6,2,0,Big Forehead,69.99,9.74,99.32,31.11,28.89,11.11,24.13,259.7
7,2,1,Small Forehead,69.1,10.63,99.44,44.0,58.72,22.22,252.83,747.07
8,2,2,Cheeks and Nose,69.99,23.92,99.19,29.1,34.96,11.11,162.15,537.14
9,2,3,Left Cheek,70.87,22.15,99.41,73.05,49.75,60.0,504.19,1419.61
10,2,4,Right Cheek,72.64,14.17,99.27,11.0,22.27,0.0,2.59,1.09
11,2,5,Crop Face,70.87,9.74,99.2,15.56,31.88,0.0,80.62,881.61
12,3,0,Big Forehead,69.1,9.74,99.29,15.56,24.35,0.0,135.73,290.33
13,3,1,Small Forehead,69.99,17.72,99.39,38.54,75.56,9.09,462.02,2657.73
14,3,2,Cheeks and Nose,69.1,15.06,99.09,39.66,32.07,22.22,103.43,172.44
15,3,3,Left Cheek,69.99,23.92,99.27,19.05,13.91,0.0,14.99,34.68
16,3,4,Right Cheek,81.5,11.52,99.39,84.43,77.66,18.18,1252.54,523.59
17,3,5,Crop Face,69.1,9.74,99.17,26.94,15.94,0.0,48.77,67.19
18,4,0,Big Forehead,69.1,17.72,99.23,36.15,56.81,20.0,164.65,796.19
19,4,1,Small Forehead,83.27,18.6,99.24,64.48,49.67,27.27,120.65,2010.24
20,4,2,Cheeks and Nose,67.33,9.74,99.06,44.27,47.51,40.0,72.61,361.45
21,4,3,Left Cheek,67.33,17.72,99.2,47.72,45.51,45.45,55.47,164.84
22,4,4,Right Cheek,68.21,14.17,99.22,34.61,45.16,20.0,12.43,47.06
23,4,5,Crop Face,69.1,18.6,99.1,39.05,56.81,30.0,256.07,976.58
24,5,0,Big Forehead,67.33,9.74,99.31,41.74,62.61,40.0,364.52,2955.91
25,5,1,Small Forehead,64.67,23.92,99.34,31.6,62.97,16.67,456.71,1609.01
26,5,2,Cheeks and Nose,66.44,23.92,99.11,26.94,41.89,11.11,119.98,1101.4
27,5,3,Left Cheek,66.44,23.92,99.26,56.2,75.78,30.0,15.47,2041.19
28,5,4,Right Cheek,65.56,23.92,99.26,58.1,93.13,30.0,1336.3,5204.53
29,5,5,Crop Face,66.44,22.15,99.16,41.16,35.47,33.33,59.31,253.39
30,6,0,Big Forehead,70.87,19.49,99.41,51.12,63.4,60.0,238.27,373.49
31,6,1,Small Forehead,71.76,9.74,99.52,34.79,34.96,22.22,119.93,181.51
32,6,2,Cheeks and Nose,69.99,9.74,98.84,41.16,44.14,33.33,219.19,279.6
33,6,3,Left Cheek,74.42,21.26,99.37,76.69,63.24,50.0,874.65,2177.53
34,6,4,Right Cheek,68.21,9.74,99.34,64.14,61.15,55.56,161.14,1863.31
35,6,5,Crop Face,69.99,20.38,99.24,39.66,46.8,22.22,44.35,1171.29
36,7,0,Big Forehead,69.99,9.74,99.43,115.37,78.48,66.67,570.48,2490.88
37,7,1,Small Forehead,66.44,9.74,99.48,41.16,76.92,33.33,1725.52,6238.91
38,7,2,Cheeks and Nose,71.76,9.74,99.04,31.11,34.08,11.11,121.94,518.59
39,7,3,Left Cheek,72.64,9.74,99.01,72.97,58.31,33.33,440.31,548.36
40,7,4,Right Cheek,70.87,11.52,98.76,33.0,21.34,20.0,74.71,181.94
41,7,5,Crop Face,71.76,9.74,99.22,22.0,31.88,0.0,88.55,184.71
