,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,91.61,22.24,99.37,19.05,28.7,0.0,39.21,567.5
1,1,1,Small Forehead,92.5,10.67,99.65,9.95,27.55,0.0,43.98,153.97
2,1,2,Cheeks and Nose,91.61,9.78,99.38,17.23,16.99,0.0,97.3,82.52
3,1,3,Left Cheek,91.61,9.78,99.22,24.37,14.92,0.0,25.25,39.43
4,1,4,Right Cheek,89.84,23.13,99.12,26.94,19.77,8.33,17.21,146.28
5,1,5,Crop Face,91.61,9.78,99.25,24.37,16.99,0.0,49.7,58.67
6,2,0,Big Forehead,90.73,22.24,99.28,24.37,14.92,0.0,3.12,11.26
7,2,1,Small Forehead,88.06,9.78,99.37,49.5,47.7,33.33,208.01,1309.94
8,2,2,Cheeks and Nose,91.61,23.13,99.48,30.12,26.42,0.0,28.11,11.89
9,2,3,Left Cheek,90.73,10.67,99.27,24.37,16.25,0.0,22.5,79.83
10,2,4,Right Cheek,91.61,10.67,99.31,35.87,56.5,27.27,32.5,1652.49
11,2,5,Crop Face,90.73,9.78,99.38,23.33,20.8,0.0,23.33,118.42
12,3,0,Big Forehead,90.73,11.56,99.32,23.33,43.89,0.0,28.88,881.76
13,3,1,Small Forehead,77.38,9.78,99.43,33.0,32.5,15.38,129.2,153.52
14,3,2,Cheeks and Nose,89.84,11.56,99.33,0.0,0.0,0.0,0.0,0.0
15,3,3,Left Cheek,90.73,16.9,99.22,37.23,29.71,27.27,75.65,346.05
16,3,4,Right Cheek,87.17,14.23,98.87,43.37,48.4,18.18,377.28,2414.63
17,3,5,Crop Face,90.73,13.34,99.21,0.0,0.0,0.0,0.0,0.0
18,4,0,Big Forehead,91.61,9.78,99.26,33.0,32.5,9.09,136.8,312.64
19,4,1,Small Forehead,91.61,16.01,99.55,0.0,0.0,0.0,0.0,0.0
20,4,2,Cheeks and Nose,93.39,20.46,99.46,19.9,16.25,0.0,60.85,56.11
21,4,3,Left Cheek,92.5,9.78,99.37,39.28,42.27,25.0,98.93,137.84
22,4,4,Right Cheek,88.95,18.68,99.17,48.74,46.93,27.27,34.67,242.8
23,4,5,Crop Face,92.5,22.24,99.41,24.37,16.99,0.0,36.83,96.71
24,5,0,Big Forehead,88.95,16.9,99.15,93.34,72.02,30.0,1327.03,963.81
25,5,1,Small Forehead,88.95,9.78,99.32,24.37,22.06,0.0,2.69,39.76
26,5,2,Cheeks and Nose,89.84,17.79,99.45,0.0,28.58,0.0,218.01,755.26
27,5,3,Left Cheek,87.17,9.78,99.37,30.12,28.46,16.67,129.55,408.36
28,5,4,Right Cheek,92.5,16.01,99.35,61.34,41.82,18.18,239.82,333.14
29,5,5,Crop Face,89.84,17.79,99.36,22.25,19.05,0.0,9.32,15.85
30,6,0,Big Forehead,89.84,9.78,99.15,24.37,22.06,0.0,3.37,17.41
31,6,1,Small Forehead,88.95,9.78,99.16,50.73,29.71,36.36,46.19,78.41
32,6,2,Cheeks and Nose,89.84,9.78,99.45,31.46,29.71,9.09,165.01,162.89
33,6,3,Left Cheek,89.84,9.78,99.46,42.21,34.82,18.18,171.72,923.49
34,6,4,Right Cheek,90.73,13.34,99.25,23.33,45.76,0.0,401.0,301.09
35,6,5,Crop Face,89.84,9.78,99.32,19.9,29.71,0.0,78.48,245.9
36,7,0,Big Forehead,88.06,9.78,99.09,58.02,45.51,18.18,27.0,220.87
37,7,1,Small Forehead,86.28,9.78,99.12,42.21,26.17,18.18,47.26,209.58
38,7,2,Cheeks and Nose,91.61,9.78,98.99,26.32,27.55,0.0,13.12,271.45
39,7,3,Left Cheek,66.71,9.78,98.28,89.77,53.4,70.0,363.29,323.5
40,7,4,Right Cheek,94.28,18.68,98.94,30.12,26.42,16.67,103.65,73.76
41,7,5,Crop Face,89.84,9.78,99.04,35.87,28.58,18.18,99.76,38.11
