,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,91.63,9.79,99.42,19.05,26.94,0.0,59.43,96.19
1,1,1,Small Forehead,93.41,9.79,99.54,19.05,21.14,0.0,25.91,56.22
2,1,2,Cheeks and Nose,91.63,9.79,99.14,0.0,17.12,0.0,5.38,21.36
3,1,3,Left Cheek,91.63,21.35,98.98,19.05,14.47,0.0,19.91,43.04
4,1,4,Right Cheek,93.41,23.13,99.2,0.0,9.15,0.0,14.37,67.94
5,1,5,Crop Face,91.63,9.79,99.29,0.0,17.12,0.0,5.38,21.36
6,2,0,Big Forehead,88.96,9.79,99.46,0.0,26.32,0.0,89.22,572.57
7,2,1,Small Forehead,88.96,9.79,99.52,19.9,29.71,0.0,101.37,371.84
8,2,2,Cheeks and Nose,89.85,9.79,99.41,19.05,15.85,0.0,54.88,170.69
9,2,3,Left Cheek,89.85,9.79,99.24,40.42,35.25,25.0,74.73,600.15
10,2,4,Right Cheek,89.85,9.79,99.23,19.05,22.73,0.0,82.08,235.5
11,2,5,Crop Face,89.85,9.79,99.37,23.33,16.71,0.0,22.24,168.37
12,3,0,Big Forehead,98.75,9.79,99.45,46.67,45.61,33.33,235.9,949.78
13,3,1,Small Forehead,64.05,21.35,99.53,45.6,64.99,36.36,674.52,1970.46
14,3,2,Cheeks and Nose,98.75,9.79,99.5,36.9,31.26,16.67,47.75,92.23
15,3,3,Left Cheek,99.64,16.9,99.3,23.33,14.47,0.0,4.43,16.0
16,3,4,Right Cheek,99.64,9.79,99.2,25.89,21.32,0.0,65.8,130.04
17,3,5,Crop Face,99.64,9.79,99.42,18.31,20.32,0.0,13.88,182.85
18,4,0,Big Forehead,80.96,22.24,99.39,91.57,81.2,60.0,874.79,1418.61
19,4,1,Small Forehead,56.94,9.79,99.57,73.79,78.6,80.0,1248.81,1143.91
20,4,2,Cheeks and Nose,80.07,9.79,99.12,50.05,67.78,30.0,400.54,534.98
21,4,3,Left Cheek,79.18,12.45,99.11,52.65,61.07,18.18,242.99,303.96
22,4,4,Right Cheek,76.51,9.79,98.97,38.54,38.43,18.18,134.68,345.59
23,4,5,Crop Face,80.07,23.13,99.02,41.74,64.79,40.0,534.87,1242.33
24,5,0,Big Forehead,97.86,9.79,99.7,14.07,31.86,0.0,7.52,210.95
25,5,1,Small Forehead,96.97,9.79,99.73,45.6,35.41,18.18,7.04,573.32
26,5,2,Cheeks and Nose,98.75,9.79,99.67,14.07,29.71,0.0,66.44,378.79
27,5,3,Left Cheek,99.64,9.79,99.28,137.06,93.79,25.0,1493.47,977.63
28,5,4,Right Cheek,98.75,9.79,99.49,19.05,19.05,0.0,8.83,35.37
29,5,5,Crop Face,97.86,9.79,99.7,17.23,34.47,0.0,30.91,735.89
30,6,0,Big Forehead,93.41,9.79,99.4,15.85,27.35,0.0,111.08,135.64
31,6,1,Small Forehead,94.3,9.79,99.48,48.31,46.32,28.57,389.61,640.35
32,6,2,Cheeks and Nose,93.41,20.46,99.29,45.83,35.15,28.57,23.96,154.12
33,6,3,Left Cheek,95.19,9.79,99.21,25.89,40.12,0.0,281.41,333.34
34,6,4,Right Cheek,94.3,9.79,99.28,26.94,34.76,13.33,24.92,215.07
35,6,5,Crop Face,93.41,9.79,99.31,20.47,18.94,0.0,9.31,50.88
