,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,69.39,9.79,99.22,29.52,41.98,20.0,172.93,432.17
1,1,1,Small Forehead,68.5,22.24,99.04,33.0,37.49,20.0,397.59,326.33
2,1,2,Cheeks and Nose,67.61,9.79,99.3,29.1,23.07,11.11,86.53,84.73
3,1,3,Left Cheek,66.72,9.79,99.3,114.43,76.06,66.67,155.58,529.51
4,1,4,Right Cheek,67.61,9.79,99.32,36.48,41.3,22.22,95.26,308.44
5,1,5,Crop Face,68.5,9.79,99.33,24.6,30.32,0.0,362.04,429.62
6,2,0,Big Forehead,72.06,23.13,99.08,31.31,32.39,10.0,254.58,329.18
7,2,1,Small Forehead,72.06,21.35,99.27,27.61,41.26,10.0,58.1,566.32
8,2,2,Cheeks and Nose,72.95,23.13,99.01,34.61,39.3,20.0,49.28,811.09
9,2,3,Left Cheek,72.06,21.35,99.16,31.31,40.05,10.0,94.8,151.31
10,2,4,Right Cheek,72.06,9.79,99.18,29.52,33.3,10.0,212.72,181.85
11,2,5,Crop Face,72.95,22.24,99.15,20.87,31.15,0.0,32.45,508.72
12,3,0,Big Forehead,74.73,21.35,99.05,22.0,13.91,0.0,7.28,89.21
13,3,1,Small Forehead,73.84,9.79,99.17,11.0,18.73,0.0,52.7,124.63
14,3,2,Cheeks and Nose,74.73,9.79,99.15,29.1,26.03,0.0,60.69,168.65
15,3,3,Left Cheek,74.73,9.79,99.16,27.61,40.29,10.0,373.72,267.52
16,3,4,Right Cheek,73.84,20.46,99.26,34.79,28.04,22.22,31.32,404.61
17,3,5,Crop Face,74.73,21.35,99.19,19.05,15.94,0.0,9.82,93.79
18,4,0,Big Forehead,72.95,10.68,99.12,36.48,36.32,22.22,476.15,824.55
19,4,1,Small Forehead,72.95,9.79,99.26,52.75,43.45,22.22,93.36,287.07
20,4,2,Cheeks and Nose,72.95,9.79,99.09,53.21,48.54,40.0,113.96,1148.58
21,4,3,Left Cheek,73.84,22.24,99.17,41.74,41.98,20.0,155.79,717.38
22,4,4,Right Cheek,74.73,9.79,99.22,70.78,53.77,50.0,246.99,1219.38
23,4,5,Crop Face,73.84,10.68,99.14,46.67,52.08,30.0,564.27,584.68
24,5,0,Big Forehead,73.84,23.13,99.13,29.52,48.54,20.0,405.38,280.67
25,5,1,Small Forehead,73.84,9.79,99.2,34.61,43.82,20.0,270.24,713.16
26,5,2,Cheeks and Nose,72.95,9.79,99.09,39.05,36.96,30.0,107.18,500.11
27,5,3,Left Cheek,72.06,23.13,99.27,25.56,34.47,10.0,167.47,636.19
28,5,4,Right Cheek,72.95,9.79,99.27,56.2,44.5,60.0,328.83,769.32
29,5,5,Crop Face,72.95,23.13,99.17,45.49,53.21,40.0,245.11,1017.57
30,6,0,Big Forehead,73.84,9.79,99.02,41.16,45.22,33.33,481.45,974.05
31,6,1,Small Forehead,74.73,9.79,99.24,15.56,38.73,0.0,454.61,873.52
32,6,2,Cheeks and Nose,72.95,9.79,99.14,15.56,34.79,0.0,203.03,183.96
33,6,3,Left Cheek,72.95,9.79,99.29,31.11,43.45,11.11,608.5,976.28
34,6,4,Right Cheek,72.95,19.57,99.26,34.79,28.04,11.11,232.67,476.51
35,6,5,Crop Face,73.84,23.13,99.18,26.94,26.03,0.0,130.3,127.34
