,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,51.38,9.74,98.2,38.54,72.21,9.09,856.57,3248.91
1,1,1,Small Forehead,54.03,9.74,99.02,48.95,89.08,20.0,889.48,2989.05
2,1,2,Cheeks and Nose,52.26,9.74,98.17,103.4,83.84,63.64,346.84,957.22
3,1,3,Left Cheek,50.49,9.74,99.02,35.64,98.43,16.67,115.88,1908.56
4,1,4,Right Cheek,51.38,13.29,98.53,68.03,42.27,33.33,42.42,65.85
5,1,5,Crop Face,52.26,9.74,98.03,66.0,80.17,36.36,1995.03,3760.09
6,2,0,Big Forehead,92.12,13.29,99.01,64.61,59.32,33.33,77.16,457.28
7,2,1,Small Forehead,93.89,9.74,99.33,24.37,29.71,0.0,47.42,464.62
8,2,2,Cheeks and Nose,95.67,11.52,99.01,28.58,39.01,0.0,128.28,79.65
9,2,3,Left Cheek,90.35,17.72,99.21,26.94,46.67,16.67,435.72,1148.98
10,2,4,Right Cheek,89.47,14.17,99.27,38.83,48.74,15.38,257.31,416.44
11,2,5,Crop Face,94.78,9.74,99.11,12.94,24.09,0.0,32.91,76.37
12,3,0,Big Forehead,100.98,9.74,98.7,63.19,50.41,58.33,135.09,617.23
13,3,1,Small Forehead,56.69,9.74,98.99,0.0,81.32,0.0,1236.36,3424.97
14,3,2,Cheeks and Nose,51.38,12.4,99.12,56.55,49.3,25.0,85.77,304.36
15,3,3,Left Cheek,86.81,9.74,99.52,46.67,75.91,30.0,689.87,1834.38
16,3,4,Right Cheek,50.49,13.29,99.22,179.02,148.58,71.43,4778.84,2627.2
17,3,5,Crop Face,49.6,12.4,99.13,60.97,103.58,50.0,1299.05,827.24
18,4,0,Big Forehead,103.64,23.03,99.15,40.42,40.07,25.0,33.34,325.4
19,4,1,Small Forehead,63.78,9.74,99.27,35.64,60.02,16.67,161.32,1039.76
20,4,2,Cheeks and Nose,100.98,12.4,99.01,33.0,35.95,15.38,78.17,261.19
21,4,3,Left Cheek,116.04,13.29,99.34,31.71,44.37,15.38,39.15,384.02
22,4,4,Right Cheek,78.84,16.83,99.15,50.13,65.32,30.77,101.02,219.95
23,4,5,Crop Face,60.23,9.74,99.07,26.94,73.47,0.0,1327.8,2998.07
24,5,0,Big Forehead,103.64,9.74,99.46,226.44,172.8,18.18,11570.62,6462.54
25,5,1,Small Forehead,95.67,9.74,99.45,106.63,83.91,45.45,1366.98,1307.44
26,5,2,Cheeks and Nose,68.21,14.17,99.57,43.37,30.94,36.36,99.61,368.91
27,5,3,Left Cheek,70.86,13.29,99.54,23.33,21.34,10.0,54.55,28.94
28,5,4,Right Cheek,69.09,19.49,99.67,73.05,42.91,50.0,38.36,550.77
29,5,5,Crop Face,69.09,15.06,99.61,64.48,44.12,54.55,41.14,1149.49
30,6,0,Big Forehead,79.72,23.92,98.71,70.85,52.3,33.33,7.95,567.37
31,6,1,Small Forehead,79.72,23.92,99.06,71.91,74.77,44.44,536.47,1174.4
32,6,2,Cheeks and Nose,77.06,23.92,98.9,43.03,42.91,20.0,71.45,1415.93
33,6,3,Left Cheek,81.49,20.37,99.54,64.33,74.39,50.0,435.74,1643.68
34,6,4,Right Cheek,73.52,9.74,99.27,31.58,56.35,22.22,146.89,2194.51
35,6,5,Crop Face,78.84,23.92,98.93,149.12,126.9,62.5,1852.87,2389.44
36,7,0,Big Forehead,93.01,15.06,99.2,192.54,125.97,63.64,3134.51,1664.9
37,7,1,Small Forehead,54.92,16.83,99.2,73.79,65.75,45.45,217.93,853.37
38,7,2,Cheeks and Nose,90.35,17.72,99.34,104.28,89.74,36.36,1488.69,991.04
39,7,3,Left Cheek,54.92,9.74,99.32,78.84,62.46,66.67,956.84,907.45
40,7,4,Right Cheek,93.01,15.94,99.5,273.61,178.17,90.91,11570.97,6085.01
41,7,5,Crop Face,93.89,16.83,99.42,213.81,140.85,63.64,5558.43,1743.93
