,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,72.07,9.79,99.39,42.6,28.04,33.33,84.45,262.93
1,1,1,Small Forehead,72.07,9.79,99.54,20.87,54.13,0.0,305.45,1042.71
2,1,2,Cheeks and Nose,72.07,23.13,99.3,19.05,28.89,0.0,74.45,348.87
3,1,3,Left Cheek,71.18,9.79,99.46,44.27,41.26,30.0,638.87,1423.88
4,1,4,Right Cheek,72.07,20.46,99.42,48.95,41.26,30.0,84.01,206.1
5,1,5,Crop Face,71.18,21.35,99.36,33.0,26.03,11.11,61.3,353.89
6,2,0,Big Forehead,76.51,9.79,99.29,24.37,47.63,9.09,76.81,1185.22
7,2,1,Small Forehead,74.73,9.79,99.68,41.16,47.82,33.33,19.48,840.23
8,2,2,Cheeks and Nose,74.73,20.46,99.63,48.74,49.42,36.36,435.47,473.45
9,2,3,Left Cheek,75.62,9.79,99.35,28.14,38.43,0.0,205.14,437.93
10,2,4,Right Cheek,75.62,9.79,99.49,34.47,37.56,18.18,680.39,760.44
11,2,5,Crop Face,75.62,19.57,99.55,48.74,45.51,36.36,186.03,556.74
12,3,0,Big Forehead,70.29,9.79,99.51,27.61,41.74,10.0,69.56,1430.45
13,3,1,Small Forehead,72.07,17.79,99.58,39.05,47.3,30.0,105.35,584.77
14,3,2,Cheeks and Nose,72.96,17.79,99.47,33.0,42.68,20.0,233.71,86.16
15,3,3,Left Cheek,69.4,20.46,99.5,34.61,49.55,10.0,208.28,474.09
16,3,4,Right Cheek,74.73,9.79,99.12,33.0,52.08,20.0,246.55,1617.9
17,3,5,Crop Face,72.07,9.79,99.46,41.74,42.68,40.0,313.26,190.92
18,4,0,Big Forehead,72.96,9.79,99.38,45.35,31.11,33.33,39.79,541.33
19,4,1,Small Forehead,71.18,9.79,99.43,45.6,43.28,18.18,126.84,174.86
20,4,2,Cheeks and Nose,75.62,10.68,99.46,44.27,41.26,40.0,699.75,955.39
21,4,3,Left Cheek,71.18,13.35,99.43,42.6,49.29,25.0,154.59,318.86
22,4,4,Right Cheek,69.4,13.35,99.53,44.27,49.15,40.0,787.52,1453.53
23,4,5,Crop Face,74.73,11.57,99.44,44.27,38.54,40.0,399.91,399.49
24,5,0,Big Forehead,72.07,19.57,99.49,41.74,44.5,30.0,630.64,726.65
25,5,1,Small Forehead,72.07,17.79,99.54,46.67,47.3,40.0,385.47,597.38
26,5,2,Cheeks and Nose,72.07,9.79,99.34,14.76,37.49,0.0,131.83,332.15
27,5,3,Left Cheek,73.85,9.79,99.28,39.66,32.07,11.11,1.98,124.42
28,5,4,Right Cheek,72.07,9.79,99.5,23.33,34.18,0.0,218.26,697.88
29,5,5,Crop Face,72.07,9.79,99.36,36.15,37.49,20.0,497.21,235.68
30,6,0,Big Forehead,73.85,9.79,99.39,167.11,110.8,77.78,2673.52,1407.45
31,6,1,Small Forehead,72.96,9.79,99.44,134.29,92.34,44.44,1733.28,1600.85
32,6,2,Cheeks and Nose,72.96,18.68,99.46,41.74,44.94,40.0,604.03,1182.4
33,6,3,Left Cheek,72.96,23.13,99.47,51.12,44.5,20.0,236.32,1096.68
34,6,4,Right Cheek,72.96,18.68,99.37,27.61,49.15,10.0,214.61,575.29
35,6,5,Crop Face,72.96,16.9,99.43,43.03,37.49,30.0,213.31,421.11
