,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,151.52,19.49,99.23,113.87,96.53,37.5,912.51,476.06
1,1,1,Small Forehead,151.52,9.75,99.45,118.02,95.62,50.0,1449.71,994.31
2,1,2,Cheeks and Nose,150.64,9.75,98.82,25.11,29.52,0.0,23.51,63.07
3,1,3,Left Cheek,76.2,9.75,99.49,39.28,73.45,16.67,305.01,1076.49
4,1,4,Right Cheek,150.64,9.75,99.41,25.8,27.64,5.56,18.79,124.79
5,1,5,Crop Face,151.52,23.92,98.91,0.0,0.0,0.0,0.0,0.0
6,2,0,Big Forehead,150.64,9.75,99.3,41.25,38.28,25.0,277.86,195.76
7,2,1,Small Forehead,150.64,9.75,99.41,0.0,106.95,0.0,684.38,1874.99
8,2,2,Cheeks and Nose,151.52,9.75,98.9,23.33,31.89,0.0,5.46,18.27
9,2,3,Left Cheek,111.65,9.75,99.43,46.89,74.98,30.77,98.83,2771.75
10,2,4,Right Cheek,151.52,19.49,99.37,18.45,23.51,0.0,2.38,146.33
11,2,5,Crop Face,151.52,23.92,99.14,38.11,31.72,22.22,60.65,83.85
12,3,0,Big Forehead,151.52,9.75,99.1,65.31,42.93,41.67,199.06,221.48
13,3,1,Small Forehead,150.64,9.75,99.33,36.89,32.6,17.65,67.08,90.53
14,3,2,Cheeks and Nose,82.41,9.75,98.99,26.94,35.33,11.11,30.71,559.77
15,3,3,Left Cheek,66.46,9.75,99.56,34.28,51.24,6.67,308.99,458.13
16,3,4,Right Cheek,151.52,9.75,99.36,31.11,35.15,5.56,13.07,430.98
17,3,5,Crop Face,151.52,9.75,99.05,13.86,29.95,0.0,93.19,368.58
18,4,0,Big Forehead,151.52,23.04,98.98,28.58,33.12,6.25,10.24,394.6
19,4,1,Small Forehead,150.64,9.75,99.26,34.69,80.78,23.08,530.31,1828.81
20,4,2,Cheeks and Nose,151.52,9.75,98.8,29.1,37.09,11.11,207.22,239.46
21,4,3,Left Cheek,72.66,23.04,99.44,43.7,62.04,30.77,440.57,982.14
22,4,4,Right Cheek,151.52,23.04,99.39,17.3,32.5,0.0,3.9,111.1
23,4,5,Crop Face,151.52,9.75,98.74,34.79,29.21,22.22,73.72,99.1
24,5,0,Big Forehead,85.07,9.75,99.19,29.82,38.17,14.29,32.92,156.44
25,5,1,Small Forehead,84.18,11.52,99.3,34.54,73.25,15.38,7.48,985.75
26,5,2,Cheeks and Nose,151.52,9.75,99.0,25.31,31.62,5.88,24.46,154.03
27,5,3,Left Cheek,82.41,9.75,99.42,43.81,31.51,35.71,11.42,100.46
28,5,4,Right Cheek,151.52,9.75,99.38,37.54,32.29,11.76,24.16,72.15
29,5,5,Crop Face,151.52,9.75,99.14,25.31,32.51,0.0,3.97,101.74
30,6,0,Big Forehead,150.64,11.52,99.03,63.69,74.28,23.08,822.02,1858.15
31,6,1,Small Forehead,63.8,9.75,99.29,75.47,67.95,38.46,16.89,498.84
32,6,2,Cheeks and Nose,151.52,9.75,98.72,40.77,34.53,21.05,62.64,82.25
33,6,3,Left Cheek,150.64,10.63,99.45,17.56,39.97,0.0,150.99,157.53
34,6,4,Right Cheek,151.52,10.63,99.38,140.98,99.57,16.67,3700.65,1070.49
35,6,5,Crop Face,151.52,13.29,98.66,145.64,109.26,16.67,4916.01,1398.65
36,7,0,Big Forehead,66.46,18.61,99.25,39.05,33.89,20.0,166.43,662.97
37,7,1,Small Forehead,68.23,19.49,99.41,39.8,42.99,27.27,331.87,534.12
38,7,2,Cheeks and Nose,150.64,9.75,98.96,28.58,35.12,0.0,159.52,129.8
39,7,3,Left Cheek,68.23,17.72,99.43,112.72,85.04,33.33,841.21,2863.96
40,7,4,Right Cheek,151.52,13.29,99.39,16.93,28.07,0.0,21.75,23.8
41,7,5,Crop Face,151.52,15.95,98.98,20.21,32.01,0.0,22.5,128.15
