,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,69.12,9.75,99.35,110.93,89.11,40.0,1322.8,2958.44
1,1,1,Small Forehead,68.24,19.5,99.45,19.9,76.97,0.0,438.89,1245.9
2,1,2,Cheeks and Nose,68.24,9.75,99.21,53.21,46.88,40.0,33.29,830.39
3,1,3,Left Cheek,85.96,9.75,99.35,150.9,101.59,54.55,1728.42,923.73
4,1,4,Right Cheek,71.78,23.04,99.58,55.22,55.93,20.0,652.71,269.72
5,1,5,Crop Face,69.12,9.75,99.2,34.79,34.08,22.22,65.04,374.85
6,2,0,Big Forehead,70.9,9.75,99.33,55.4,62.07,45.45,81.26,1287.83
7,2,1,Small Forehead,101.91,9.75,99.48,48.57,75.72,33.33,278.27,2118.18
8,2,2,Cheeks and Nose,70.01,9.75,99.22,80.83,54.34,77.78,409.37,479.83
9,2,3,Left Cheek,92.16,23.93,99.32,124.29,90.99,30.77,1670.49,1412.5
10,2,4,Right Cheek,101.03,9.75,99.59,58.72,46.54,16.67,193.12,834.45
11,2,5,Crop Face,70.01,9.75,99.27,56.2,75.38,40.0,894.44,1383.81
12,3,0,Big Forehead,76.21,21.27,99.4,39.28,36.61,16.67,103.55,611.2
13,3,1,Small Forehead,77.99,20.38,99.64,51.11,53.46,30.77,350.6,895.2
14,3,2,Cheeks and Nose,76.21,20.38,99.23,29.52,17.8,10.0,37.21,89.73
15,3,3,Left Cheek,88.62,9.75,99.14,49.75,82.9,27.27,1208.17,2670.11
16,3,4,Right Cheek,76.21,9.75,99.47,59.03,41.26,50.0,447.3,1292.1
17,3,5,Crop Face,75.33,21.27,99.36,42.21,47.63,36.36,636.55,267.49
18,4,0,Big Forehead,79.76,9.75,99.36,31.46,33.99,9.09,151.76,736.09
19,4,1,Small Forehead,79.76,9.75,99.48,63.9,43.89,41.67,6.96,731.72
20,4,2,Cheeks and Nose,78.87,9.75,99.07,39.66,23.07,22.22,10.22,54.97
21,4,3,Left Cheek,89.51,9.75,99.47,165.6,118.95,54.55,1470.71,1657.16
22,4,4,Right Cheek,79.76,9.75,99.25,33.0,40.92,18.18,60.83,653.7
23,4,5,Crop Face,79.76,9.75,99.15,45.35,46.67,44.44,378.0,678.83
24,5,0,Big Forehead,77.99,9.75,99.34,23.33,22.25,0.0,109.5,111.88
25,5,1,Small Forehead,91.28,9.75,99.43,51.12,49.75,40.0,168.32,377.07
26,5,2,Cheeks and Nose,77.99,9.75,99.25,20.87,29.85,0.0,49.32,40.45
27,5,3,Left Cheek,101.91,9.75,99.37,34.25,29.65,15.38,40.29,224.43
28,5,4,Right Cheek,83.3,17.72,99.59,41.02,32.5,27.27,81.65,71.44
29,5,5,Crop Face,78.87,9.75,99.32,14.76,24.77,0.0,74.8,96.14
30,6,0,Big Forehead,83.3,18.61,99.38,49.75,42.12,30.77,34.02,160.89
31,6,1,Small Forehead,101.91,19.5,99.45,34.71,37.15,21.43,55.11,455.67
32,6,2,Cheeks and Nose,77.99,23.04,99.14,35.87,46.67,18.18,275.54,722.28
33,6,3,Left Cheek,73.55,18.61,99.35,26.94,53.24,8.33,292.48,444.92
34,6,4,Right Cheek,70.01,17.72,99.38,44.27,53.95,20.0,280.78,776.73
35,6,5,Crop Face,77.1,9.75,99.25,0.0,41.63,0.0,324.83,851.97
