,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,64.68,23.92,99.29,58.34,36.9,37.5,194.85,608.37
1,1,1,Small Forehead,64.68,9.75,99.34,39.66,61.84,33.33,702.41,3493.43
2,1,2,Cheeks and Nose,64.68,15.95,99.23,50.41,54.34,22.22,538.1,663.22
3,1,3,Left Cheek,62.9,9.75,99.03,50.86,67.78,37.5,583.71,4023.35
4,1,4,Right Cheek,64.68,15.95,99.12,64.96,63.64,62.5,323.07,2018.97
5,1,5,Crop Face,64.68,11.52,99.29,49.5,32.07,25.0,29.52,418.13
6,2,0,Big Forehead,60.25,9.75,99.27,33.0,64.14,12.5,204.11,754.29
7,2,1,Small Forehead,60.25,9.75,99.48,63.19,50.29,33.33,134.46,813.22
8,2,2,Cheeks and Nose,59.36,23.92,99.03,36.9,57.03,25.0,719.36,2660.27
9,2,3,Left Cheek,59.36,9.75,99.47,28.58,55.82,12.5,165.39,197.83
10,2,4,Right Cheek,58.47,9.75,99.54,73.79,51.7,60.0,327.83,204.61
11,2,5,Crop Face,59.36,9.75,99.19,43.65,44.24,12.5,372.4,697.6
12,3,0,Big Forehead,61.13,9.75,99.17,58.21,54.34,55.56,150.32,132.96
13,3,1,Small Forehead,62.02,9.75,99.43,31.11,49.68,11.11,564.87,1094.59
14,3,2,Cheeks and Nose,61.13,9.75,99.08,58.21,66.82,44.44,273.04,256.29
15,3,3,Left Cheek,62.02,9.75,99.57,45.35,63.76,33.33,254.78,992.52
16,3,4,Right Cheek,60.25,9.75,99.46,0.0,64.79,0.0,165.98,393.58
17,3,5,Crop Face,61.13,9.75,99.07,49.19,59.85,22.22,768.99,750.19
18,4,0,Big Forehead,63.79,17.72,99.19,66.0,54.0,44.44,296.25,1018.51
19,4,1,Small Forehead,62.9,23.04,99.42,44.0,63.76,44.44,1054.28,2445.8
20,4,2,Cheeks and Nose,64.68,9.75,99.0,31.11,51.71,11.11,143.0,81.22
21,4,3,Left Cheek,63.79,9.75,99.33,44.0,62.61,44.44,1370.24,2258.31
22,4,4,Right Cheek,65.56,9.75,99.51,33.0,46.67,25.0,376.7,2243.76
23,4,5,Crop Face,63.79,9.75,99.08,15.56,74.28,0.0,795.57,313.06
24,5,0,Big Forehead,64.68,23.04,99.26,65.08,44.14,55.56,285.01,317.21
25,5,1,Small Forehead,65.56,23.92,99.46,29.1,28.89,11.11,184.99,362.06
26,5,2,Cheeks and Nose,65.56,17.72,99.11,33.0,58.31,22.22,435.66,1480.13
27,5,3,Left Cheek,64.68,23.92,99.51,46.67,34.08,44.44,158.38,935.84
28,5,4,Right Cheek,64.68,9.75,99.53,15.56,56.52,0.0,754.99,1061.58
29,5,5,Crop Face,64.68,21.26,99.26,0.0,65.63,0.0,672.32,973.58
30,6,0,Big Forehead,63.79,17.72,99.19,33.0,28.58,12.5,108.21,484.72
31,6,1,Small Forehead,64.68,20.38,99.34,38.11,51.59,11.11,796.69,658.75
32,6,2,Cheeks and Nose,63.79,19.49,99.05,30.87,30.62,12.5,3.89,57.63
33,6,3,Left Cheek,63.79,9.75,99.34,28.58,33.46,0.0,21.39,492.91
34,6,4,Right Cheek,63.79,21.26,99.51,46.67,60.35,44.44,373.8,1477.64
35,6,5,Crop Face,63.79,9.75,99.13,16.5,45.02,0.0,345.32,1027.82
