,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,57.83,9.79,98.95,82.15,128.87,37.5,3475.2,6456.0
1,1,1,Small Forehead,58.72,9.79,99.17,56.51,90.01,37.5,2863.56,4961.91
2,1,2,Cheeks and Nose,56.94,16.9,99.35,68.03,94.21,75.0,402.58,2413.51
3,1,3,Left Cheek,57.83,9.79,99.23,133.17,93.91,57.14,2006.14,2579.42
4,1,4,Right Cheek,56.94,15.12,99.26,0.0,123.48,0.0,2880.35,5794.53
5,1,5,Crop Face,56.94,17.79,99.32,36.48,79.01,22.22,642.58,2713.63
6,2,0,Big Forehead,58.72,9.79,99.13,53.97,49.03,50.0,583.8,1256.88
7,2,1,Small Forehead,58.72,9.79,99.42,65.17,69.22,40.0,67.61,745.76
8,2,2,Cheeks and Nose,59.61,9.79,99.15,26.09,93.56,0.0,575.46,3856.07
9,2,3,Left Cheek,58.72,9.79,99.39,115.07,83.89,62.5,488.75,2570.95
10,2,4,Right Cheek,61.39,9.79,99.38,0.0,71.61,0.0,1442.31,3617.89
11,2,5,Crop Face,58.72,9.79,99.21,16.5,79.94,0.0,2126.54,2605.23
12,3,0,Big Forehead,57.83,11.57,99.43,117.62,119.11,20.0,1811.75,2024.07
13,3,1,Small Forehead,56.94,11.57,99.51,70.27,53.69,50.0,1062.21,1043.38
14,3,2,Cheeks and Nose,56.94,9.79,99.62,78.09,61.66,30.0,963.92,459.89
15,3,3,Left Cheek,56.94,10.68,99.56,105.09,82.14,44.44,1015.55,4839.55
16,3,4,Right Cheek,56.05,11.57,99.63,152.64,130.66,50.0,4671.6,3687.95
17,3,5,Crop Face,56.94,10.68,99.67,104.96,86.27,20.0,1875.65,1631.55
18,4,0,Big Forehead,61.39,9.79,99.28,45.96,55.43,50.0,297.67,947.89
19,4,1,Small Forehead,61.39,9.79,99.3,44.0,86.32,44.44,764.07,1328.51
20,4,2,Cheeks and Nose,60.5,9.79,99.44,16.5,37.3,0.0,11.36,103.5
21,4,3,Left Cheek,61.39,11.57,99.5,61.27,45.73,25.0,327.78,1073.65
22,4,4,Right Cheek,61.39,9.79,99.53,45.96,65.11,50.0,305.65,867.45
23,4,5,Crop Face,61.39,9.79,99.58,36.56,38.3,12.5,108.46,765.22
24,5,0,Big Forehead,58.72,9.79,99.22,53.16,74.23,25.0,1163.38,3766.57
25,5,1,Small Forehead,59.61,9.79,99.26,80.22,60.77,75.0,259.7,2229.44
26,5,2,Cheeks and Nose,58.72,9.79,99.28,72.3,58.59,87.5,49.1,915.85
27,5,3,Left Cheek,59.61,9.79,99.29,36.56,71.78,12.5,157.01,1873.43
28,5,4,Right Cheek,60.5,9.79,99.37,36.15,70.92,20.0,312.03,2028.17
29,5,5,Crop Face,59.61,9.79,99.3,59.94,73.36,50.0,1934.33,1061.49
30,6,0,Big Forehead,59.61,9.79,99.29,53.21,49.75,20.0,90.64,162.04
31,6,1,Small Forehead,59.61,9.79,99.14,78.09,61.01,50.0,861.55,1305.45
32,6,2,Cheeks and Nose,62.28,9.79,99.32,26.09,49.36,0.0,666.91,2465.45
33,6,3,Left Cheek,61.39,23.13,99.23,60.85,84.9,20.0,1164.53,5236.55
34,6,4,Right Cheek,63.17,9.79,99.23,26.94,67.48,11.11,634.52,3857.83
35,6,5,Crop Face,62.28,20.46,99.3,23.33,30.34,0.0,167.45,878.55
