,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,72.68,12.41,99.01,39.05,39.3,30.0,66.73,47.25
1,1,1,Small Forehead,73.56,12.41,99.22,56.28,73.28,36.36,1354.25,2881.81
2,1,2,Cheeks and Nose,72.68,11.52,99.06,41.74,41.98,30.0,109.95,398.28
3,1,3,Left Cheek,72.68,14.18,99.38,51.12,40.05,40.0,423.79,1109.68
4,1,4,Right Cheek,71.79,12.41,99.33,46.67,39.3,40.0,53.14,316.7
5,1,5,Crop Face,72.68,10.64,99.07,44.27,45.16,40.0,250.46,209.2
6,2,0,Big Forehead,77.11,17.73,99.26,40.42,43.82,20.0,446.92,1164.37
7,2,1,Small Forehead,85.09,19.5,99.29,44.27,45.38,30.0,197.66,1684.98
8,2,2,Cheeks and Nose,75.34,18.61,99.19,36.15,30.51,20.0,221.28,242.74
9,2,3,Left Cheek,81.54,9.75,99.2,22.0,13.91,0.0,9.07,84.28
10,2,4,Right Cheek,75.34,15.95,99.04,43.03,33.89,20.0,235.48,499.38
11,2,5,Crop Face,76.22,18.61,99.19,25.56,25.95,10.0,48.82,93.6
12,3,0,Big Forehead,81.54,21.27,98.91,44.27,32.39,40.0,213.69,481.55
13,3,1,Small Forehead,80.65,9.75,99.31,23.33,17.23,0.0,64.94,95.47
14,3,2,Cheeks and Nose,81.54,9.75,99.11,37.63,32.39,20.0,255.06,270.64
15,3,3,Left Cheek,81.54,9.75,99.05,14.76,17.8,0.0,31.76,109.93
16,3,4,Right Cheek,81.54,9.75,99.33,33.0,21.34,20.0,100.75,38.83
17,3,5,Crop Face,81.54,22.16,98.99,27.61,23.12,0.0,92.04,251.65
18,4,0,Big Forehead,79.77,20.39,99.22,14.76,33.3,0.0,29.34,299.02
19,4,1,Small Forehead,78.0,9.75,99.42,33.0,39.8,20.0,126.21,743.72
20,4,2,Cheeks and Nose,78.88,22.16,99.22,46.67,36.15,20.0,52.77,36.43
21,4,3,Left Cheek,79.77,23.04,99.17,55.22,46.24,30.0,277.64,283.01
22,4,4,Right Cheek,79.77,18.61,99.06,62.61,49.55,40.0,18.02,83.73
23,4,5,Crop Face,79.77,23.04,99.24,51.12,45.38,30.0,431.81,462.08
24,5,0,Big Forehead,81.54,9.75,98.85,19.9,24.37,0.0,35.58,164.31
25,5,1,Small Forehead,81.54,23.93,99.21,37.23,38.32,18.18,191.36,231.27
26,5,2,Cheeks and Nose,81.54,12.41,98.94,28.14,68.52,9.09,619.63,2128.48
27,5,3,Left Cheek,81.54,16.84,99.16,28.14,27.55,0.0,135.31,94.24
28,5,4,Right Cheek,81.54,23.93,99.25,32.29,50.79,8.33,400.12,1116.76
29,5,5,Crop Face,81.54,22.16,98.72,19.9,28.14,0.0,108.12,497.57
30,6,0,Big Forehead,74.45,16.84,98.84,27.61,42.45,10.0,190.96,808.49
31,6,1,Small Forehead,75.34,17.73,99.35,37.63,44.5,20.0,251.12,1147.74
32,6,2,Cheeks and Nose,74.45,9.75,99.07,58.86,51.38,45.45,502.25,544.33
33,6,3,Left Cheek,73.56,18.61,99.2,57.16,47.3,70.0,145.7,226.13
34,6,4,Right Cheek,74.45,17.73,99.21,0.0,49.57,0.0,155.74,1212.77
35,6,5,Crop Face,74.45,9.75,98.75,63.71,53.58,45.45,189.69,645.47
