,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,68.22,17.72,99.25,22.0,40.57,0.0,239.03,356.33
1,1,1,Small Forehead,68.22,9.75,99.41,24.6,30.32,0.0,103.32,508.44
2,1,2,Cheeks and Nose,69.11,20.38,99.22,53.89,49.68,44.44,38.72,298.54
3,1,3,Left Cheek,68.22,9.75,99.33,60.85,73.92,60.0,46.99,1407.17
4,1,4,Right Cheek,68.22,9.75,99.43,53.89,48.7,55.56,557.6,880.67
5,1,5,Crop Face,69.11,19.49,99.28,47.95,54.45,44.44,313.83,454.25
6,2,0,Big Forehead,66.45,17.72,99.2,62.23,52.06,33.33,519.96,1744.18
7,2,1,Small Forehead,65.57,9.75,99.46,40.42,39.66,12.5,69.91,419.19
8,2,2,Cheeks and Nose,65.57,17.72,99.23,20.21,16.5,0.0,32.02,70.56
9,2,3,Left Cheek,66.45,15.95,99.39,71.29,54.34,44.44,479.57,955.53
10,2,4,Right Cheek,65.57,9.75,99.49,16.5,23.33,0.0,17.65,153.28
11,2,5,Crop Face,65.57,9.75,99.25,11.67,11.0,0.0,2.6,0.54
12,3,0,Big Forehead,66.45,9.75,99.25,0.0,46.67,0.0,275.58,916.66
13,3,1,Small Forehead,66.45,9.75,99.52,41.16,70.35,22.22,779.98,1292.19
14,3,2,Cheeks and Nose,66.45,9.75,99.33,44.0,44.68,44.44,465.03,592.35
15,3,3,Left Cheek,66.45,9.75,99.44,34.79,31.31,22.22,225.85,220.03
16,3,4,Right Cheek,66.45,22.15,99.56,44.0,41.89,33.33,292.95,1593.46
17,3,5,Crop Face,66.45,9.75,99.36,22.0,39.51,0.0,102.68,245.66
18,4,0,Big Forehead,68.22,9.75,99.22,19.05,58.31,0.0,794.65,1913.1
19,4,1,Small Forehead,68.22,9.75,99.44,42.6,48.7,33.33,653.74,1874.55
20,4,2,Cheeks and Nose,68.22,9.75,99.26,50.41,58.62,55.56,719.01,729.23
21,4,3,Left Cheek,69.11,21.26,99.39,19.05,15.94,0.0,45.97,114.81
22,4,4,Right Cheek,67.34,9.75,99.52,60.85,61.66,40.0,160.31,1662.93
23,4,5,Crop Face,68.22,9.75,99.27,38.11,39.51,33.33,281.5,256.1
24,5,0,Big Forehead,69.11,9.75,99.29,49.19,39.51,44.44,396.08,1372.85
25,5,1,Small Forehead,69.11,9.75,99.38,26.09,22.0,0.0,98.78,250.46
26,5,2,Cheeks and Nose,69.11,9.75,99.29,45.19,33.0,37.5,55.38,354.22
27,5,3,Left Cheek,69.11,9.75,99.38,42.07,29.1,37.5,262.13,271.16
28,5,4,Right Cheek,68.22,12.4,99.5,58.34,46.67,50.0,11.57,343.34
29,5,5,Crop Face,69.11,9.75,99.35,42.07,29.1,25.0,37.68,222.96
30,6,0,Big Forehead,68.22,11.52,99.21,22.0,26.03,0.0,151.61,338.25
31,6,1,Small Forehead,68.22,9.75,99.32,41.16,47.18,33.33,472.39,869.98
32,6,2,Cheeks and Nose,68.22,9.75,99.27,31.11,31.88,11.11,198.76,449.83
33,6,3,Left Cheek,68.22,9.75,99.46,15.56,40.57,0.0,22.54,1083.57
34,6,4,Right Cheek,68.22,11.52,99.57,26.94,35.47,0.0,9.26,274.35
35,6,5,Crop Face,68.22,10.63,99.23,31.11,17.39,0.0,6.8,8.62
36,7,0,Big Forehead,69.11,20.38,99.21,41.16,54.45,33.33,409.03,282.3
37,7,1,Small Forehead,69.11,9.75,99.34,31.11,54.0,11.11,400.04,282.93
38,7,2,Cheeks and Nose,69.11,9.75,99.24,31.11,32.82,11.11,319.86,863.94
39,7,3,Left Cheek,70.0,19.49,99.43,31.11,34.08,11.11,234.04,1209.9
40,7,4,Right Cheek,69.11,9.75,99.53,11.0,49.32,0.0,114.5,1057.7
41,7,5,Crop Face,69.11,9.75,99.26,26.94,31.11,11.11,353.26,514.29
