,Window num,ROI No,ROI Name,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
0,1,0,Big Forehead,85.06,20.38,98.49,15.56,87.24,0.0,693.62,1603.34
1,1,1,Small Forehead,85.06,9.75,98.95,22.25,24.37,0.0,69.31,139.38
2,1,2,Cheeks and Nose,83.29,21.26,97.9,46.67,40.62,27.27,292.58,407.67
3,1,3,Left Cheek,75.31,20.38,98.8,73.05,62.3,80.0,1219.68,1714.68
4,1,4,Right Cheek,85.06,20.38,98.77,46.67,96.15,33.33,759.31,6227.05
5,1,5,Crop Face,84.17,20.38,97.59,43.03,39.8,20.0,125.72,385.05
6,2,0,Big Forehead,72.65,9.75,98.98,39.8,45.51,9.09,695.68,568.79
7,2,1,Small Forehead,72.65,9.75,99.02,104.36,69.79,60.0,1145.14,404.36
8,2,2,Cheeks and Nose,71.77,9.75,99.04,50.41,34.96,22.22,27.28,245.86
9,2,3,Left Cheek,71.77,9.75,98.95,39.66,31.31,22.22,193.23,360.93
10,2,4,Right Cheek,71.77,9.75,99.06,100.82,68.61,33.33,220.16,165.7
11,2,5,Crop Face,71.77,9.75,99.0,42.6,27.83,11.11,13.65,21.52
12,3,0,Big Forehead,68.22,9.75,98.9,22.0,66.37,0.0,29.09,1838.87
13,3,1,Small Forehead,83.29,9.75,99.03,44.27,71.47,20.0,419.32,3689.57
14,3,2,Cheeks and Nose,68.22,9.75,98.97,36.9,33.46,25.0,124.66,309.29
15,3,3,Left Cheek,94.81,22.15,99.32,90.1,62.07,36.36,106.85,388.6
16,3,4,Right Cheek,67.34,9.75,99.29,31.31,53.95,20.0,313.89,1138.08
17,3,5,Crop Face,67.34,9.75,99.03,20.21,23.33,0.0,45.96,262.78
18,4,0,Big Forehead,74.43,11.52,99.29,46.67,38.26,44.44,155.65,466.11
19,4,1,Small Forehead,113.41,13.29,99.3,44.68,39.59,33.33,7.56,131.3
20,4,2,Cheeks and Nose,73.54,22.15,99.35,24.6,23.33,0.0,73.03,489.39
21,4,3,Left Cheek,72.65,9.75,99.81,15.56,23.07,0.0,81.4,262.8
22,4,4,Right Cheek,76.2,9.75,99.34,80.83,53.89,22.22,235.78,301.35
23,4,5,Crop Face,73.54,9.75,99.33,24.6,26.03,0.0,248.08,449.83
24,5,0,Big Forehead,84.17,19.49,99.13,110.43,104.91,33.33,1843.56,1688.89
25,5,1,Small Forehead,86.83,9.75,99.13,33.0,54.19,9.09,547.76,1551.68
26,5,2,Cheeks and Nose,79.74,16.83,99.19,25.56,36.96,0.0,68.22,136.23
27,5,3,Left Cheek,80.63,18.61,99.24,25.56,40.29,0.0,126.82,355.6
28,5,4,Right Cheek,84.17,18.61,99.14,80.83,81.2,40.0,263.74,1349.08
29,5,5,Crop Face,83.29,18.61,99.23,48.95,47.51,20.0,96.81,423.21
30,6,0,Big Forehead,84.17,10.63,99.4,17.23,28.58,0.0,217.58,265.51
31,6,1,Small Forehead,84.17,13.29,99.42,40.42,31.15,30.0,40.7,81.01
32,6,2,Cheeks and Nose,82.4,9.75,99.34,167.22,144.32,88.89,2921.11,5446.29
33,6,3,Left Cheek,82.4,9.75,99.22,129.49,97.14,60.0,1487.77,2165.99
34,6,4,Right Cheek,94.81,9.75,99.14,13.47,31.26,0.0,93.39,616.13
35,6,5,Crop Face,84.17,9.75,99.38,39.8,31.46,18.18,120.26,451.45
36,7,0,Big Forehead,84.17,21.26,99.17,20.87,27.07,0.0,6.8,337.43
37,7,1,Small Forehead,84.17,9.75,99.33,45.35,67.45,33.33,1173.86,3475.57
38,7,2,Cheeks and Nose,80.63,17.72,99.12,31.31,39.3,20.0,110.11,314.68
39,7,3,Left Cheek,97.46,13.29,98.61,62.93,63.65,27.27,221.0,1546.5
40,7,4,Right Cheek,47.85,9.75,99.13,31.11,51.59,22.22,132.57,396.69
41,7,5,Crop Face,81.51,20.38,99.13,44.27,51.32,20.0,124.03,554.34
